actual,model,stock
101.2311,100.20106890860686,5.59
101.2472,100.41282763737803,5.63
101.3244,100.27218967624187,5.63
101.428,100.40369665174003,5.68
101.412,100.24064855660316,5.63
101.4195,100.16566857628881,5.6
101.2598,100.14395121037379,5.64
101.2579,100.17623395424275,5.61
101.2711,100.1696629457287,5.64
101.2098,100.04320464065447,5.62
101.1483,100.03629207679111,5.6
101.1533,99.92481033835925,5.61
101.1459,99.84688282919714,5.62
101.2931,99.6798829456835,5.62
101.3031,99.71052684627126,5.61
101.3536,99.7045120389337,5.6
101.535,99.59279195835454,5.59
101.5962,99.57130686265246,5.59
101.5987,99.56839798390952,5.59
101.6991,99.5445106171711,5.61
101.7085,99.53497657280415,5.61
101.6625,99.43009309391716,5.59
101.6977,25.188227437272484,5.6
101.7,25.170657962677026,5.57
101.7383,25.147392361007064,5.57
101.8279,25.127442283875233,5.56
101.8167,25.044013043642995,5.62
101.6165,25.025625640089057,5.64
101.5971,25.00978121672427,5.62
101.5896,24.98289650940238,5.61
101.6038,24.949108320701185,5.6
101.5385,24.881656745528183,5.64
101.5029,24.862290925972385,5.67
101.5194,24.84589375268599,5.83
101.6386,24.867625991825513,5.86
101.6497,24.850466776859683,5.83
101.6661,24.785228530027155,5.76
101.6552,24.775417845106013,5.83
101.6389,24.75550585731992,5.83
101.6112,24.733504380005098,5.95
101.6232,24.730795243708826,5.99
101.6795,24.66045764765022,6.02
101.6934,24.657678798800426,6.02
101.7653,24.633422537002154,5.94
101.7301,24.6048953298833,6.03
101.6468,24.53667546286657,6.06
101.6551,24.50776908434124,5.99
101.6079,24.507199111557895,5.94
101.6144,24.492443077093235,5.94
101.5958,24.476336401535477,5.96
101.5798,24.424193155618507,5.94
101.6533,24.404965005342007,5.95
101.5927,24.384118968069473,6.05
101.5924,24.36247307734974,6.04
101.59,24.34065215539416,6.06
101.6181,24.265495551955865,6.05
101.6855,24.249042666101175,6.16
101.7615,24.228262054673998,6.2
101.7602,24.205278695464905,6.19
101.7175,24.17909183971225,6.3
101.6732,24.10940157493463,6.33
101.7012,24.093050272874514,6.33
101.7444,24.070567810778154,6.31
101.7468,24.0489636844657,6.26
101.7599,24.030480560103463,6.38
101.7568,23.956259559004213,6.35
101.764,23.942162584622523,6.32
101.8217,23.924873426330215,6.31
101.8327,23.902972872599662,6.55
101.8596,23.88628411384699,6.68
101.9395,23.806769465345894,7.03
101.9062,23.79051005876793,6.99
101.9028,23.784009393236587,6.62
101.959,23.785851413672205,6.54
101.9945,23.75020560277867,6.62
101.9318,23.67293380569786,6.65
101.8991,23.647305876941353,6.58
101.9306,23.63000810982534,6.72
101.9188,23.616244376299957,6.65
101.9644,23.554050819165077,6.69
102.0047,23.545862287350417,6.5
102.0265,23.528872261134083,6.21
101.9832,23.489846829712757,6.35
101.9611,23.475560894198964,6.49
101.9882,23.406811369248253,6.46
102.0093,23.385863426357773,6.4
102.0488,23.369290094574218,6.38
102.0001,23.36024154767766,6.49
102.0309,23.347578365202374,6.48
102.0329,23.2820975308529,6.58
102.0884,23.263728290619554,6.65
102.0703,23.25260286223335,6.58
102.095,23.233210588454956,6.51
102.1575,23.2176519001111,6.34
102.2322,23.132096667022445,6.36
101.986,23.091220171484203,6.23
101.981,23.06526468159506,6.16
101.9733,23.04170101004624,6.22
101.992,23.0180563182438,6.14
101.9594,22.926683007343946,6.24
101.9556,22.909682285701432,6.2
101.9568,22.892112519171587,6.2
101.9859,22.89500779994031,6.26
102.025,22.885742382329603,6.34
102.0278,22.817016150388547,6.28
102.0551,22.800153862205992,6.26
102.0541,22.776698486883888,6.2
102.0924,22.752259607051215,6.19
102.1024,18.6327033387822,6.22
102.0932,22.70810702898533,6.29
102.1074,22.688978529323926,6.24
102.0849,22.659772712624,6.38
102.0801,22.63864479929385,5.96
102.0205,22.59471821562031,5.91
102.0691,22.57359735297375,5.88
102.0761,22.5564767720685,5.89
102.0828,22.53731036506282,5.91
102.0959,22.52011155083367,5.9
102.079,22.447938224981776,5.88
102.0974,22.409050299734034,5.98
102.0334,22.38395829712237,5.94
101.9313,22.350990879126577,6.05
102.0032,22.329898580531072,6.15
101.9332,22.25895362921682,6.16
101.8948,22.25160698526266,6.17
101.9048,22.233965477007946,5.99
101.9808,22.222662172418858,6.03
101.9681,22.198384322985547,6.05
101.9684,22.12152600005639,5.99
101.9602,22.081458853402054,5.98
101.947,22.05382133736111,5.98
101.952,22.031338773116218,5.93
101.977,22.01605926290811,5.88
101.9857,21.93881012687765,5.95
102.0246,21.91288482799324,5.93
102.0386,21.89108840930492,5.91
102.0343,21.87293398684025,5.96
102.0266,21.837459679662587,5.92
102.0341,21.752945787919543,5.99
102.0242,21.73305081652708,6.04
101.9866,21.719383384446267,5.95
101.9966,21.69444628731741,6.04
101.8719,21.609486503953853,6.14
101.8829,21.56412087524446,6.03
101.8498,21.562289430417152,5.98
101.8364,21.534474551852256,6.0
