actual,model,stock
128.712,118.57251136637608,46.485
128.795,118.4807101070809,46.555
128.782,118.48096692504973,46.23
128.825,118.46137432905357,45.63
128.816,118.32460812033213,44.99
128.876,118.33775927021037,44.665
128.715,118.39290010706263,43.83
128.744,118.4207924402459,43.985
128.766,118.23102901071552,43.955
128.796,118.18409834259069,43.76
128.789,118.1018129665329,44.515
128.745,118.12873663747303,44.225
128.808,118.15080538247324,44.09
128.887,117.91918958673983,43.775
128.92,117.98179758994428,44.02
129.06,117.99992830113739,43.625
129.043,117.99074568226114,43.41
129.137,117.99673722066501,43.775
129.102,117.85831715401669,43.25
129.077,117.86406199570877,42.405
129.028,117.82124821132737,42.505
129.097,117.82994690338799,42.565
129.183,117.75491421180301,43.77
129.318,117.67191697072603,43.555
129.39,117.6357878594219,44.14
129.379,117.58415984339574,44.77
129.34,117.54125002182934,45.045
128.954,117.55354255056558,43.145
128.943,117.42116837890623,42.475
129.055,117.37845658544862,43.98
129.105,117.07693124569334,45.06
128.788,117.04869816322643,45.43
128.529,117.05682377757641,45.84
128.052,116.92742727377407,45.5
128.171,116.89099394838306,46.435
127.952,116.76002034340311,46.57
127.761,116.66168785060248,45.24
127.671,114.87949455619776,44.8
127.343,116.3098632278524,46.52
126.504,116.16005322573366,46.05
126.691,116.08962899694316,46.5
126.514,115.85547363994814,46.86
126.154,115.47348984390916,47.93
126.027,115.48791177011175,48.525
126.003,115.35274188514124,47.76
126.465,115.44691118116745,48.44
126.633,115.2935777951689,49.115
126.406,114.43134469650911,49.275
126.408,114.39283059799268,49.4
126.284,114.5110012432637,49.05
126.07,114.43333983094674,48.32
125.99,114.48205196682557,48.725
125.984,114.435601475496,48.775
126.029,114.45360068412907,49.0
126.121,114.55022431405703,48.96
126.064,114.39423611006058,49.58
125.841,114.22366311432746,50.22
125.772,114.31012419213417,51.11
125.774,114.35777520485857,51.03
125.818,114.19839053392704,50.5
126.061,114.80026229968654,48.25
126.326,114.86123091143645,49.105
126.315,114.55531201034704,49.16
126.28,114.36641390387805,48.38
126.159,113.99979371441556,49.28
126.021,114.04727106043454,49.88
125.851,114.12255186029378,49.23
125.819,113.88820634901667,49.63
125.653,113.7600778815099,49.97
125.471,113.75639004756847,49.985
125.509,113.82443314373717,49.89
125.665,113.84602009115751,49.055
125.478,113.65189853925635,49.73
125.041,113.52132368247744,49.835
124.872,113.42413379391971,49.515
124.749,113.43616610021515,49.685
123.842,113.68279539871604,46.0
124.384,113.421250514023,46.8
124.366,113.37768294394385,46.8
124.792,113.22662913769534,47.69
124.706,113.2328580579901,46.925
124.935,113.1884686481005,46.48
125.0,113.1709916407096,46.275
125.297,113.12930856519989,47.485
125.156,113.1737880827363,47.365
125.122,113.2278419037637,46.695
125.099,113.16871729871802,46.335
125.035,113.12277461074419,44.35
124.86,112.99056554339504,45.19
124.829,112.78973432453529,44.355
124.943,112.51561057382952,46.41
124.851,112.33252399326605,46.16
124.492,112.12962758311026,45.46
124.602,111.8658486979215,46.355
124.659,111.75115048002782,46.96
124.775,111.62494777812552,47.635
124.786,111.5006275125064,47.44
124.9,111.1652030557693,48.0
125.063,111.18218970869228,48.345
124.979,111.04924234044563,47.8
125.044,109.05891074309079,49.91
124.926,110.56849698537576,50.68
124.093,110.40233414019886,52.0
124.152,110.36906179613001,52.84
123.947,110.38445458513172,52.81
123.917,110.36659694650588,52.89
124.007,110.41845378022668,53.18
123.882,110.52504744193322,53.97
123.699,110.42806503931071,54.97
123.528,110.25791599696743,55.13
123.158,110.08964442276162,54.37
122.992,109.94489116625113,53.88
123.042,109.98612251261164,52.98
122.872,110.02359717709783,51.75
122.371,110.04579820956444,49.27
122.321,109.92334668804125,50.91
122.551,109.8418214252691,52.03
122.239,109.70591081845723,52.25
121.642,109.68238354852286,51.2
121.506,109.431100004095,51.05
121.461,109.30669214943171,52.39
121.463,109.43853467371645,52.86
120.539,108.99248679392558,53.3
119.715,108.63098832179836,51.38
117.883,108.63202532621051,52.59
117.951,108.44914719919068,52.5
118.298,108.61899162317263,53.09
118.069,108.46245198366168,53.4
117.875,108.30378769699234,53.96
117.466,108.13736748205264,51.71
117.536,108.02671818646361,52.63
117.663,108.40164897816462,51.93
117.656,108.57268808027804,51.29
117.507,108.7204311426849,51.22
117.13,108.64835459997907,50.92
116.895,108.51866829294558,51.31
116.701,108.70156988324585,52.2
115.613,108.81710176410041,46.545
115.984,109.01834083109968,49.68
115.091,109.24555193424001,48.435
114.726,109.75949169872675,45.78
114.586,108.99463469166801,46.075
114.36,108.94486374797799,45.155
112.908,109.00988439463723,43.03
110.995,108.68855427232835,41.25
111.178,108.35124413702273,41.96
111.969,108.18618537660726,45.38
111.888,108.33352313009351,44.59
111.452,108.3447759719114,45.465
110.909,108.15174116272894,47.735
110.53,108.26636082143371,47.395
111.6,108.1321437494058,48.605
112.023,108.49194479325604,48.0
111.863,108.75862135335383,49.14
111.842,108.471514197698,48.63
111.622,108.15785344101631,50.24
111.801,108.21141608149519,49.51
112.137,108.30497594444596,49.495
112.234,108.1316090569738,48.75
112.209,108.20578065191683,48.78
112.461,108.23719105957011,50.0
112.711,108.23165220919421,48.12
112.914,108.26526412188066,47.055
112.977,106.49602858502962,47.39
113.466,108.10318830934489,46.89
113.481,107.8301705865947,46.305
112.748,107.83528503692582,45.185
113.14,107.87862749460942,44.335
112.867,107.77210568409188,44.585
112.593,107.65362768203613,45.08
112.23,107.79899947974728,44.12
112.179,107.83305139517864,44.14
112.179,107.6679902523285,44.98
112.021,107.48756168599745,45.37
111.979,107.54875304448075,46.33
111.975,107.10006764916716,46.925
111.898,107.12494065515234,46.11
111.49,107.56140728454615,45.4
111.197,107.60859237945374,45.885
110.457,107.55486141194079,45.77
110.553,107.42750118972819,46.31
110.342,107.25775363790095,45.88
110.054,107.16567283378973,46.18
109.852,107.01944185472247,45.65
109.904,107.40601619439562,44.025
108.995,107.48180133182626,43.37
108.212,107.83059101399361,42.345
108.324,107.9691471209627,42.59
108.322,107.79138469920309,43.115
108.154,108.05712965472391,42.96
108.225,107.93946891712078,43.875
108.093,108.00406728414646,43.665
108.033,107.48372336637675,43.8
107.869,107.39447688267285,43.8
107.245,107.2982101189671,43.43
107.219,107.24170492705207,43.6
107.174,107.05792372416465,44.505
106.996,107.39621361402031,44.01
107.05,107.3870063378584,44.29
107.372,107.31383638196709,45.335
107.643,107.34588507557027,45.235
107.862,107.23656332665648,45.14
107.716,106.83731464973896,44.89
107.746,106.67667021267773,45.125
107.725,106.3616528377118,45.595
107.502,106.54441186046117,45.59
107.181,106.44559024492071,45.935
106.665,106.16969276756592,44.79
105.024,105.72260573158658,43.7
103.457,105.49334160231427,42.825
102.568,105.45233812305524,43.37
102.399,105.71687030211035,44.065
101.396,105.23395013625529,42.24
101.381,104.97203696434934,42.26
101.3,104.7882171575568,43.745
101.352,104.7601070856062,43.445
101.183,105.25597634373813,43.84
100.889,105.72197958143204,42.31
100.72,105.62529476701457,43.395
100.69,105.45095484193148,43.31
100.173,105.1847279842846,43.435
99.735,105.4154395791189,43.01
98.946,105.78040666051072,42.31
98.881,106.37112286969727,42.41
98.813,105.85966359925936,42.665
98.766,106.07229049318931,41.355
98.749,104.20942868153818,41.295
98.987,105.54310630394684,42.295
99.145,105.25372014800513,42.2
99.092,105.29295402255045,42.015
98.899,105.4479228727479,42.42
98.443,105.27274976040513,41.915
98.004,104.87044543839973,41.02
97.959,104.88834207921857,41.9
97.899,104.70876027597929,42.78
97.949,104.53508191838489,44.07
98.482,104.42239301698964,43.45
98.416,104.68526221588615,43.33
99.062,105.05755514609271,43.23
99.855,104.96612787998545,43.81
100.072,105.01275993958822,43.53
100.563,104.95934471935522,45.32
101.684,105.49539693169514,44.425
102.237,105.29921163955522,45.245
102.469,105.28241454648968,45.055
102.291,104.97618269372774,45.4
102.462,104.51330257628297,45.83
102.628,104.53659244202356,45.1
102.391,104.2534061696101,44.91
102.334,104.4404107313481,45.24
102.188,104.24984705008643,44.995
102.277,104.13937957391097,45.47
102.667,103.90348311364895,45.605
102.777,103.77841308079957,45.655
102.92,103.81255951455658,45.865
102.943,103.4365339607291,45.73
102.708,102.68632042096851,45.785
102.556,102.61896023773477,45.715
102.209,102.44081855412009,44.82
101.316,102.26806841013796,44.515
101.187,102.1939985025229,44.37
101.117,101.72263691967773,44.12
101.207,101.9462657796721,44.32
101.093,101.88704198648738,43.67
100.494,101.4594278880035,43.75
98.253,101.06095605855322,43.88
97.325,100.79910814244704,42.7
97.489,100.81776600978313,43.715
96.31,100.50920414554116,43.45
95.963,100.7887709003515,45.23
95.747,101.09821195146304,44.675
95.923,100.8171032176983,45.23
96.411,100.79144204704161,45.98
96.767,100.8439741432415,46.96
96.391,100.57919911652579,46.465
96.017,100.52488971757884,46.21
96.023,100.44847983210494,47.62
95.589,100.30215180596488,47.805
95.255,99.79553301404644,49.0
95.216,99.58375890736,48.465
95.09,99.27550289853116,47.96
93.697,98.36787544183969,46.225
90.606,97.10235143520575,44.71
89.403,96.81032819797495,43.29
87.535,97.4254469444814,41.855
86.776,97.12585533159863,40.715
87.131,97.35376956196592,41.39
86.56,97.88557937590535,41.78
88.335,98.19620058069611,43.12
88.01,96.28923028436944,42.855
88.18,97.65370900006121,42.53
88.2,97.59061303654933,42.68
87.892,97.10784636567766,42.19
87.195,97.46180839560152,41.495
86.225,97.90729728272208,39.09
85.331,98.39464548000454,41.77
85.433,98.23580463180528,42.45
85.987,99.06568619646139,42.67
86.584,99.18588902874598,42.605
86.822,99.14763559973773,40.61
86.97,99.08113699180608,42.045
86.676,98.53738824694554,41.385
87.525,99.35771261173856,42.54
88.399,99.49317722504895,42.975
89.255,99.56524132804243,42.55
89.76,99.85230607866227,42.78
89.761,99.78886523636623,41.27
89.944,99.57021355607735,42.02
90.123,99.88082258446916,42.205
90.134,100.09713686734402,41.775
89.317,100.0755040903173,42.23
89.287,99.93183527105668,42.75
89.103,99.51737678262855,42.015
89.151,99.37735326150032,42.85
89.186,99.32307239729771,42.565
89.958,99.684203693183,43.3
91.112,99.4960567361412,43.515
91.172,99.5189359337206,43.605
91.794,99.57577186364028,43.715
91.955,99.71045805530478,43.13
92.005,99.4702107404564,44.42
92.232,99.30671632162407,45.475
92.502,99.29177913972276,45.515
92.902,99.31258640417428,45.57
93.28,99.3608565145636,45.485
93.976,99.22275530677528,45.94
94.286,98.97664465327975,46.31
94.366,99.02512482462981,45.815
94.417,99.03260190060891,46.325
94.35,98.88261915838729,46.905
94.942,98.95301748281288,46.125
94.974,98.77225728384262,46.65
95.786,98.85266785043511,46.375
95.914,98.87688096586724,46.425
95.864,98.91148037964241,46.235
95.74,98.82131189158314,45.9
95.822,98.63558268339385,46.44
95.664,98.48419777464152,45.775
96.558,98.37984473822289,46.37
96.972,98.44988785694486,46.155
96.998,98.68800004469875,45.465
96.392,98.430428335851,45.18
96.328,98.26095632522357,45.0
95.918,98.04212745983085,45.52
95.956,98.13707735029945,46.245
95.986,98.22416497606918,46.1
95.885,98.20422668681631,46.03
95.809,98.21896614904777,46.24
95.679,98.17313607880102,46.225
95.739,98.26935374867578,45.41
95.981,98.2600811292421,47.13
96.243,98.52513065942287,47.445
96.203,96.65767606789747,48.315
96.452,98.40826058074067,48.005
97.081,98.3078023453939,48.25
97.139,98.29880287682698,48.035
97.477,98.206625581555,48.075
97.814,98.25472197012712,48.75
98.305,98.19643793838014,49.615
98.221,98.08767090929707,49.75
98.342,98.14638119177731,49.5
98.821,98.17464384941677,49.465
98.663,98.07004785288521,48.805
98.673,98.12600490526475,49.275
98.714,98.15055731229165,49.81
98.862,98.3217613873901,50.13
98.991,98.24719689358804,50.95
99.544,98.12868735115903,52.5
99.757,98.10321624350753,52.59
99.33,98.26765146555738,52.98
99.311,98.29190031406384,52.58
99.696,98.27762520039953,52.98
101.03,98.7775328178491,53.49
101.107,98.65230413861897,53.33
100.783,98.22681969708475,52.83
100.89,98.13874152431099,53.45
100.866,98.19184053691025,53.65
100.851,98.0239926737713,53.97
100.214,97.78759643687025,53.29
100.011,97.71565396059212,53.07
99.86,97.36745639821426,53.79
99.152,97.52094182901195,52.38
98.994,97.37236409965199,52.94
98.457,97.32594727089752,50.91
98.449,97.45466547017733,51.54
97.626,97.10628494447992,50.97
97.43,97.06351436347828,51.26
97.591,97.0487714165002,52.0
97.306,96.90475014333985,51.66
97.285,96.7892821824217,51.79
97.137,96.77130825188834,52.62
97.042,96.67290880227503,51.96
96.936,96.67259092508658,51.34
96.913,96.63431585175492,51.79
96.961,96.60213902642735,51.77
96.916,96.56188631829447,51.35
96.714,96.55356833729192,51.6
96.398,96.48375496818205,51.46
95.61,96.93499864783193,49.775
93.465,97.43344875572325,47.225
93.784,97.17152637400231,48.235
91.803,97.51151825665654,46.015
91.275,97.42797916257256,47.465
90.2,97.70611361354585,46.25
83.334,97.6681391898475,46.105
87.341,97.44519127209654,48.16
88.802,96.78673708964396,47.765
87.978,97.22363405690606,46.85
85.914,97.3024318812673,45.715
86.05,97.08126670250148,46.32
85.899,97.05986414611434,46.4
86.399,96.91005512669722,47.125
88.66,96.80328881312737,47.77
90.126,96.76712074325911,47.675
91.281,97.04771203949603,48.235
91.532,95.42696602160186,48.105
90.145,97.02529725366071,48.43
90.324,96.95497222803104,49.02
90.455,96.71531258306788,49.43
90.667,96.64412038493113,49.88
90.759,96.55046499236366,48.505
90.947,96.35774298301678,48.935
91.355,96.33858736621237,48.45
92.033,96.24501987778189,48.825
92.082,96.08337655210839,49.255
91.399,96.181427139941,49.005
91.195,96.13838299356716,48.86
90.725,96.22567119891808,48.91
90.344,96.46838274992429,48.23
89.786,96.51147671847387,48.6
90.148,96.33744531659026,48.82
90.121,96.29848214169587,48.2
90.03,96.44989351985015,47.68
89.843,96.36769772615082,45.98
89.214,96.51185230755922,45.355
89.092,96.30256506412921,45.81
89.227,96.19429361258724,46.13
89.295,96.29117296207433,46.17
89.382,96.47177971265192,45.875
89.552,96.349627290666,45.56
90.029,96.22356260087552,46.27
90.477,96.27469699359227,45.7
91.254,96.20958960350069,46.295
91.737,96.0801971931571,46.51
92.087,96.13608219923192,46.72
92.268,96.00004616493328,46.94
92.224,95.80201127175626,47.59
91.612,95.37542472291041,46.765
91.519,95.04318710706299,45.83
91.481,95.036856168342,45.505
91.637,95.2224394321053,45.215
91.508,95.46283068160228,44.17
91.477,95.5331824060552,44.665
91.76,95.38015497105962,45.445
91.989,95.14305909792593,44.73
92.274,95.16396192162561,45.175
92.418,95.11240663845287,45.51
92.377,95.25911010082002,45.33
92.396,95.22262582445273,45.265
92.685,95.01950767553853,44.975
92.52,94.61191943836855,45.295
91.485,94.73107333428678,45.285
90.755,94.70534843805078,44.955
90.863,94.68388062973276,45.045
90.567,94.39822157127514,45.04
89.215,94.678123610016,44.815
88.374,94.47528030409705,43.745
87.711,94.30111019342628,42.91
87.391,94.13353196325103,42.32
87.077,94.11972664848389,41.96
87.122,93.97267569359772,42.5
88.024,94.22303784865846,42.65
88.412,94.1570392422996,42.77
88.81,94.09583088342347,43.59
89.049,93.90711280784654,44.225
89.038,94.0292897307652,43.88
88.911,93.91377581158154,43.83
88.267,93.69208934766168,43.3
88.084,92.20782526999093,43.095
88.066,93.85937561897636,43.045
88.349,93.83568762623467,43.37
88.812,94.08833446631655,44.525
89.408,94.14303065232895,44.725
89.383,93.94773339980345,44.36
89.398,93.91193909241933,44.84
89.729,94.0420183693183,45.69
90.341,94.35995934279279,46.695
90.559,94.16787224582211,46.335
90.52,94.21527322555349,45.855
90.83,94.1808478750731,46.045
91.066,94.11957408674728,46.095
91.187,93.9944101632371,45.33
91.91,94.04957507502462,45.05
92.041,94.04105249287974,45.125
92.17,94.00732907616143,44.935
92.099,93.90251639052018,44.34
91.962,94.03952419383725,43.26
91.714,94.1301744812639,42.925
91.877,94.16365023140098,43.14
91.983,94.05175733424095,43.17
91.934,94.01129649500139,42.685
92.046,94.00705632926875,42.78
92.024,94.06297230587953,43.0
92.021,93.75128111846718,42.95
91.981,93.64800998721354,42.84
91.562,93.53146718341324,42.475
90.944,93.46408222600297,42.09
90.547,93.32746785502331,42.415
89.908,93.33552572805938,42.245
89.859,93.24301510176304,42.09
89.97,93.36717581450044,41.725
90.127,93.64847814098496,41.87
90.243,93.55759371594353,42.13
90.11,93.45505172863506,41.795
90.238,93.47283189017888,42.905
90.237,93.49248645370051,42.825
90.186,93.58683154039298,42.355
90.082,93.47132235469205,42.115
90.132,93.34830846139343,41.975
90.023,93.26930331245188,41.76
89.814,93.29947056519127,41.495
89.756,93.4341854198643,41.03
89.768,93.46736926178735,41.34
89.816,93.33722498279707,41.58
89.837,93.39008842666281,42.48
89.848,93.44499270305334,42.6
90.247,93.44021979336426,43.23
90.427,93.23111766833601,43.2
90.346,93.12053051757168,42.155
90.378,93.14468160487421,42.9
90.587,93.36643925827315,44.56
90.318,93.42937120167618,44.425
90.154,93.38745638166108,45.34
89.974,93.33868670235987,44.75
89.598,93.34055895883954,44.925
89.394,93.23317176537194,44.57
88.667,93.1012193717446,44.26
88.86,93.08683331600331,44.37
88.878,92.99751284147492,43.27
88.558,93.01927532890485,42.815
87.951,93.09126580229965,42.46
87.923,91.58148685658428,42.17
87.595,93.21213924451303,42.625
87.253,93.24617932902876,42.11
88.135,93.31192014068147,43.37
88.823,93.3187068537763,43.275
89.091,93.12514177427852,43.42
88.829,93.12358869016235,43.23
88.675,93.05724159113383,43.51
88.589,93.11192537910286,43.8
88.324,92.98166019477877,42.85
87.987,92.96158508816382,41.88
87.986,93.1433800145124,41.585
87.944,93.20441860399015,41.415
88.409,93.23979817958671,40.575
88.254,93.14167778337583,41.46
87.885,93.09551886022197,41.17
87.96,93.20778065971582,39.755
88.221,93.16156097034488,40.035
88.459,93.16548921809549,39.94
88.731,93.15383518099121,40.145
89.237,93.0892834516885,41.775
89.696,93.1659330720252,42.435
89.715,93.13511477992796,42.13
89.493,93.23372347792167,42.05
89.61,93.26513855033619,41.99
89.844,93.18511431569051,42.28
89.804,93.14246541981767,41.75
90.017,93.13886154148179,42.02
90.85,93.27631387734591,42.255
91.136,93.2644190851437,43.095
91.175,93.29418263673735,42.775
91.423,93.24677072843308,43.375
91.516,93.27697496335121,43.05
91.685,93.2515819776388,42.55
92.201,93.07036848331789,42.3
92.483,92.98774846715526,42.345
92.653,92.99215654473022,42.475
92.663,93.11570306086972,42.05
92.605,93.16340355388145,42.45
92.994,93.15529599330435,43.45
93.342,93.09297251253868,43.47
93.567,93.1910517070801,44.49
93.903,93.13698937785733,45.13
93.966,93.28535250934877,45.01
94.322,93.17088922686494,45.805
94.361,93.14843085077561,45.715
94.665,93.0703023853401,46.335
94.876,92.98266823863285,46.115
95.239,93.06729754668285,45.9
95.748,93.16415577114991,46.185
97.0,93.20665354262304,47.54
97.187,93.2722321771036,47.015
97.364,93.25054913925545,47.0
97.508,93.3038848697754,46.725
97.89,93.46395212049224,47.465
97.855,93.54016486125019,47.19
97.926,93.61758492263655,48.045
97.911,93.69536320848334,48.13
98.014,93.71169402215904,47.97
97.959,93.6614713706766,47.71
