"Date","Price","Open","High","Low","Change %"
"04/12/2018","64.70","67.88","67.88","64.70","-4.06%"
"04/11/2018","67.44","67.38","67.44","67.38","0.37%"
"04/10/2018","67.19","67.88","67.88","67.19","-1.10%"
"04/09/2018","67.94","69.38","69.38","67.94","-1.79%"
"04/06/2018","69.18","68.87","69.18","68.87","0.36%"
"04/05/2018","68.93","72.84","72.84","68.93","-4.16%"
"04/04/2018","71.92","72.34","72.34","71.92","0.35%"
"04/03/2018","71.67","71.35","71.67","71.35","1.42%"
"04/02/2018","70.67","71.35","71.35","70.67","0.00%"
"03/30/2018","70.67","70.67","70.67","70.67","0.00%"
"03/29/2018","70.67","72.84","72.84","70.67","-1.05%"
"03/28/2018","71.42","72.84","72.84","71.42","0.69%"
"03/27/2018","70.93","72.84","72.84","70.93","-0.69%"
"03/26/2018","71.42","72.84","72.84","71.42","0.01%"
"03/23/2018","71.41","57.41","71.41","57.41","3.16%"
"03/22/2018","69.22","57.41","69.22","57.41","7.79%"
"03/21/2018","64.22","57.41","64.22","57.41","-0.02%"
"03/20/2018","64.23","57.41","64.23","57.41","7.61%"
"03/19/2018","59.69","57.41","59.69","57.41","6.21%"
"03/16/2018","56.20","57.41","57.41","56.20","-1.77%"
"03/15/2018","57.21","57.41","57.41","57.21","1.33%"
"03/14/2018","56.46","57.41","57.41","56.46","3.20%"
"03/13/2018","54.71","57.41","57.41","54.71","1.84%"
"03/12/2018","53.72","57.41","57.41","53.72","-1.36%"
"03/09/2018","54.46","57.41","57.41","54.46","-1.36%"
"03/08/2018","55.21","57.41","57.41","55.21","-5.14%"
"03/07/2018","58.20","57.41","58.20","57.41","-0.83%"
"03/06/2018","58.69","57.41","58.69","57.41","-3.30%"
"03/05/2018","60.69","57.41","60.69","57.41","0.00%"
"03/02/2018","60.69","57.41","60.69","57.41","5.18%"
"03/01/2018","57.70","57.41","57.70","57.41","2.65%"
"02/28/2018","56.21","55.92","56.21","55.92","2.27%"
"02/27/2018","54.96","56.42","56.42","54.96","-0.45%"
"02/26/2018","55.21","57.92","57.92","55.21","-4.74%"
"02/23/2018","57.96","56.42","57.96","56.42","3.13%"
"02/22/2018","56.20","55.41","56.20","55.41","3.69%"
"02/21/2018","54.20","55.91","55.91","54.20","-0.46%"
"02/20/2018","54.45","53.92","54.45","53.92","2.83%"
"02/19/2018","52.95","52.42","52.95","52.42","1.40%"
"02/16/2018","52.22","54.42","54.42","52.22","-2.76%"
"02/15/2018","53.70","54.91","54.91","53.70","-2.27%"
"02/14/2018","54.95","58.40","58.40","54.95","-5.58%"
"02/13/2018","58.20","57.40","58.20","57.40","2.65%"
"02/12/2018","56.70","58.89","58.89","56.70","-2.16%"
"02/09/2018","57.95","54.92","57.95","54.92","10.51%"
"02/08/2018","52.44","48.42","52.44","48.42","9.91%"
"02/07/2018","47.71","49.43","49.43","47.71","-2.07%"
"02/06/2018","48.72","46.43","48.72","46.43","5.41%"
"02/05/2018","46.22","45.44","46.22","45.44","2.23%"
"02/02/2018","45.21","43.95","45.21","43.95","2.82%"
"02/01/2018","43.97","44.22","44.22","43.97","-0.57%"
"01/31/2018","44.22","45.44","45.44","44.22","-2.23%"
"01/30/2018","45.23","44.44","45.23","44.44","2.80%"
"01/29/2018","44.00","44.00","44.00","44.00","2.33%"
"01/26/2018","43.00","43.00","43.00","43.00","-2.27%"
"01/25/2018","44.00","44.00","44.00","44.00","0.00%"
"01/24/2018","44.00","44.00","44.00","44.00","-1.63%"
"01/23/2018","44.73","45.45","45.45","44.73","-1.08%"
"01/22/2018","45.22","45.22","45.22","45.22","0.53%"
"01/19/2018","44.98","45.45","45.45","44.98","-1.62%"
"01/18/2018","45.72","47.94","47.94","45.72","1.08%"
"01/17/2018","45.23","47.94","47.94","45.23","1.69%"
"01/16/2018","44.48","47.94","47.94","44.48","-3.79%"
"01/15/2018","46.23","47.94","47.94","46.23","-2.08%"
"01/12/2018","47.21","47.94","47.94","47.21","-1.52%"
"01/11/2018","47.94","50.44","50.44","47.94","-2.58%"
"01/10/2018","49.21","49.94","49.94","49.21","0.51%"
"01/09/2018","48.96","49.45","49.45","48.96","1.51%"
"01/08/2018","48.23","47.45","48.23","47.45","2.12%"
"01/05/2018","47.23","46.46","47.23","46.46","1.09%"
"01/04/2018","46.72","47.95","47.95","46.72","-3.63%"
"01/03/2018","48.48","50.94","50.94","48.48","-3.94%"
"01/02/2018","50.47","50.95","50.95","50.47","0.00%"
"01/01/2018","50.47","50.95","50.95","50.47","0.00%"
"12/29/2017","50.47","50.95","50.95","50.47","1.02%"
"12/28/2017","49.96","49.96","49.96","49.96","-1.01%"
"12/27/2017","50.47","50.95","50.95","50.47","0.00%"
"12/26/2017","50.47","50.95","50.95","50.47","0.00%"
"12/25/2017","50.47","50.95","50.95","50.47","0.00%"
"12/22/2017","50.47","50.95","50.95","50.47","0.00%"
"12/21/2017","50.47","50.95","50.95","50.47","0.04%"
"12/20/2017","50.45","50.94","50.94","50.45","-0.02%"
"12/19/2017","50.46","50.95","50.95","50.46","-0.02%"
"12/18/2017","50.47","50.96","50.96","50.47","-1.00%"
"12/15/2017","50.98","50.96","50.98","50.96","0.00%"
"12/14/2017","50.98","50.46","50.98","50.46","0.49%"
"12/13/2017","50.73","50.46","50.73","50.46","0.02%"
"12/12/2017","50.72","50.46","50.72","50.46","-0.02%"
"12/11/2017","50.73","50.97","50.97","50.73","-0.49%"
"12/08/2017","50.98","51.46","51.46","50.98","-1.43%"
"12/07/2017","51.72","51.96","51.96","51.72","-0.52%"
"12/06/2017","51.99","50.97","51.99","50.97","1.96%"
"12/05/2017","50.99","51.48","51.97","50.99","-0.95%"
"12/04/2017","51.48","53.48","53.48","53.48","-2.39%"
"12/01/2017","52.74","52.96","52.96","52.74","0.50%"
"11/30/2017","52.48","52.47","52.48","52.47","-0.46%"
"11/29/2017","52.72","54.46","54.46","52.72","-1.88%"
"11/28/2017","53.73","54.96","54.96","53.73","-1.38%"
"11/27/2017","54.48","54.46","54.48","54.46","-0.46%"
"11/24/2017","54.73","56.45","56.45","54.73","-2.65%"
"11/23/2017","56.22","57.95","57.95","56.22","-2.18%"
"11/22/2017","57.47","57.95","57.95","57.47","-0.88%"
"11/21/2017","57.98","58.95","58.95","57.98","-1.68%"
"11/20/2017","58.97","59.94","59.94","58.97","-1.67%"
"11/17/2017","59.97","61.43","61.43","59.97","-2.03%"
"11/16/2017","61.21","62.42","62.42","61.21","-0.81%"
"11/15/2017","61.71","62.93","62.93","61.71","-0.40%"
"11/14/2017","61.96","62.43","62.43","61.96","0.41%"
"11/13/2017","61.71","62.92","62.92","61.71","-0.39%"
"11/10/2017","61.95","61.93","61.95","61.93","0.81%"
"11/09/2017","61.45","60.94","61.45","60.94","1.62%"
"11/08/2017","60.47","60.95","60.95","60.47","0.00%"
"11/07/2017","60.47","61.44","61.44","60.47","0.42%"
"11/06/2017","60.22","60.95","60.95","60.22","0.42%"
"11/03/2017","59.97","60.45","60.45","59.97","1.27%"
"11/02/2017","59.22","60.95","60.95","59.22","0.41%"
"11/01/2017","58.98","60.95","60.95","58.98","-2.46%"
"10/31/2017","60.47","61.95","61.95","60.47","-0.84%"
"10/30/2017","60.98","62.94","62.94","60.98","-2.40%"
"10/27/2017","62.48","63.94","63.94","62.48","-1.56%"
"10/26/2017","63.47","65.91","65.91","63.47","-3.03%"
"10/25/2017","65.45","66.41","66.41","65.45","0.00%"
"10/24/2017","65.45","65.92","65.92","65.45","-0.02%"
"10/23/2017","65.46","66.41","66.41","65.46","-1.10%"
"10/20/2017","66.19","68.89","68.89","66.19","-1.85%"
"10/19/2017","67.44","66.41","67.44","66.41","1.87%"
"10/18/2017","66.20","66.41","66.41","66.20","-0.02%"
"10/17/2017","66.21","67.90","67.90","66.21","-1.85%"
"10/16/2017","67.46","67.90","67.90","67.46","0.00%"
"10/13/2017","67.46","67.90","67.90","67.46","-0.72%"
"10/12/2017","67.95","68.89","68.89","67.95","0.00%"
"10/11/2017","67.95","68.89","68.89","67.95","-0.72%"
"10/10/2017","68.44","69.40","69.40","68.44","0.35%"
"10/09/2017","68.20","69.40","69.40","68.20","-0.71%"
"10/06/2017","68.69","67.90","68.69","67.90","1.85%"
"10/05/2017","67.44","68.89","68.89","67.44","-0.75%"
"10/04/2017","67.95","67.90","67.95","67.90","0.74%"
"10/03/2017","67.45","68.90","68.90","67.45","-0.74%"
"10/02/2017","67.95","68.90","68.90","67.95","-0.73%"
"09/29/2017","68.45","70.88","70.88","68.45","-2.81%"
"09/28/2017","70.43","71.87","71.87","70.43","0.00%"
"09/27/2017","70.43","71.87","71.87","70.43","-1.40%"
"09/26/2017","71.43","71.43","71.43","71.43","0.34%"
"09/25/2017","71.19","71.37","71.37","71.19","0.72%"
"09/22/2017","70.68","70.38","70.68","70.38","1.44%"
"09/21/2017","69.68","69.39","69.68","69.39","0.69%"
"09/20/2017","69.20","71.79","71.79","69.20","6.99%"
"09/19/2017","64.68","65.86","65.86","64.68","-1.13%"
"09/18/2017","65.42","67.84","67.84","65.42","-2.95%"
"09/15/2017","67.41","68.34","68.34","67.41","-0.38%"
"09/14/2017","67.67","67.84","67.84","67.67","0.00%"
"09/13/2017","67.67","67.84","67.84","67.67","-0.35%"
"09/12/2017","67.91","68.85","68.85","67.85","-0.01%"
"09/11/2017","67.92","68.85","68.85","67.92","-1.45%"
"09/08/2017","68.92","68.85","68.92","68.85","0.00%"
"09/07/2017","68.92","70.82","70.82","68.92","-2.12%"
"09/06/2017","70.41","70.83","70.83","70.41","-0.01%"
"09/05/2017","70.42","71.82","71.82","70.42","-1.39%"
"09/04/2017","71.41","70.83","71.41","70.83","1.42%"
"09/01/2017","70.41","72.32","72.32","70.41","-2.43%"
"08/31/2017","72.16","72.82","72.82","72.16","-0.33%"
"08/30/2017","72.40","75.29","75.29","72.40","-2.36%"
"08/29/2017","74.15","72.82","74.15","72.82","2.76%"
"08/28/2017","72.16","72.82","72.82","72.16","-0.33%"
"08/25/2017","72.40","73.31","73.31","72.40","-1.03%"
"08/24/2017","73.15","72.32","73.15","72.32","-0.68%"
"08/23/2017","73.65","72.32","73.65","72.32","2.06%"
"08/22/2017","72.16","72.82","72.82","72.16","0.00%"
"08/21/2017","72.16","72.82","72.82","72.16","0.35%"
"08/18/2017","71.91","72.82","72.82","71.91","0.70%"
"08/17/2017","71.41","71.83","71.83","71.41","0.71%"
"08/16/2017","70.91","70.91","70.91","70.91","-1.05%"
"08/15/2017","71.66","73.32","73.32","71.66","0.00%"
"08/14/2017","71.66","73.32","73.32","71.66","-1.38%"
"08/11/2017","72.66","73.32","73.32","72.66","0.00%"
"08/10/2017","72.66","70.35","72.66","70.35","2.09%"
"08/09/2017","71.17","70.35","71.17","70.35","2.89%"
"08/08/2017","69.17","69.36","69.36","69.17","1.45%"
"08/07/2017","68.18","67.87","68.18","67.87","2.63%"
"08/04/2017","66.43","67.37","67.37","66.43","0.36%"
"08/03/2017","66.19","67.37","67.37","66.19","-0.75%"
"08/02/2017","66.69","67.38","67.38","66.69","0.00%"
"08/01/2017","66.69","67.37","67.37","66.69","0.02%"
"07/31/2017","66.68","67.38","67.38","66.68","0.76%"
"07/28/2017","66.18","67.37","67.37","66.18","-0.02%"
"07/27/2017","66.19","67.37","67.37","66.19","0.00%"
"07/26/2017","66.19","67.37","67.37","66.19","0.03%"
"07/25/2017","66.17","66.38","66.38","66.17","0.73%"
"07/24/2017","65.69","65.40","65.69","65.40","0.75%"
"07/21/2017","65.20","65.39","65.39","65.20","0.02%"
"07/20/2017","65.19","65.39","65.39","65.19","-0.78%"
"07/19/2017","65.70","68.37","68.37","65.70","-2.93%"
"07/18/2017","67.68","68.37","68.37","67.68","-0.73%"
"07/17/2017","68.18","68.36","68.36","68.18","0.00%"
"07/14/2017","68.18","69.86","69.86","68.18","0.00%"
"07/13/2017","68.18","69.86","69.86","68.18","-1.09%"
"07/12/2017","68.93","71.34","71.34","68.93","-1.06%"
"07/11/2017","69.67","69.36","69.67","69.36","1.44%"
"07/10/2017","68.68","70.36","70.36","68.68","-1.42%"
"07/07/2017","69.67","69.36","69.67","69.36","2.20%"
"07/06/2017","68.17","68.37","68.37","68.17","0.72%"
"07/05/2017","67.68","67.37","67.68","67.37","0.74%"
"07/04/2017","67.18","68.38","68.38","67.18","0.73%"
"07/03/2017","66.69","67.18","68.38","66.69","-0.74%"
"06/30/2017","67.18","68.37","68.37","68.37","0.77%"
"06/29/2017","66.67","67.39","67.39","66.67","-0.03%"
"06/28/2017","66.69","66.39","66.69","66.39","1.55%"
"06/27/2017","65.67","65.40","65.67","65.40","2.29%"
"06/26/2017","64.20","64.41","64.41","64.20","0.00%"
"06/23/2017","64.20","67.38","67.38","64.20","-4.45%"
"06/22/2017","67.19","67.19","67.19","67.19","-2.18%"
"06/21/2017","68.69","69.38","69.38","68.69","0.00%"
"06/20/2017","68.69","67.40","68.69","67.40","0.73%"
"06/19/2017","68.19","69.38","69.38","68.19","-1.45%"
"06/16/2017","69.19","69.38","69.38","69.19","0.01%"
"06/15/2017","69.18","67.89","69.18","67.89","1.07%"
"06/14/2017","68.45","67.89","68.45","67.89","0.01%"
"06/13/2017","68.44","70.36","70.36","68.44","-3.17%"
"06/12/2017","70.68","71.86","71.86","70.68","-1.74%"
"06/09/2017","71.93","72.85","72.85","71.93","-2.03%"
"06/08/2017","73.42","74.33","74.33","73.42","-1.67%"
"06/07/2017","74.67","76.32","76.32","74.67","-1.96%"
"06/06/2017","76.16","76.31","76.31","76.16","0.01%"
"06/05/2017","76.15","76.31","76.31","76.15","-0.01%"
"06/02/2017","76.16","76.32","76.32","76.16","0.01%"
"06/01/2017","76.15","76.31","76.31","76.15","-0.01%"
"05/31/2017","76.16","76.31","76.31","76.16","0.00%"
"05/30/2017","76.16","75.16","76.16","75.16","1.33%"
"05/29/2017","75.16","75.16","75.16","75.16","0.00%"
"05/26/2017","75.16","74.67","75.16","74.33","0.66%"
"05/25/2017","74.67","74.67","74.67","74.67","-1.31%"
"05/24/2017","75.66","74.33","75.66","74.33","0.67%"
"05/23/2017","75.16","76.31","76.31","75.16","-1.94%"
"05/22/2017","76.65","77.30","77.30","76.65","-1.29%"
"05/19/2017","77.65","79.28","79.28","77.65","-1.88%"
"05/18/2017","79.14","79.28","79.28","79.14","0.64%"
"05/17/2017","78.64","75.32","78.64","75.32","3.26%"
"05/16/2017","76.16","77.30","77.30","76.16","-1.92%"
"05/15/2017","77.65","80.28","80.28","77.65","-1.88%"
"05/12/2017","79.14","78.30","79.14","78.30","1.28%"
"05/11/2017","78.14","78.29","78.29","78.14","-0.01%"
"05/10/2017","78.15","78.30","78.30","78.15","0.00%"
"05/09/2017","78.15","79.29","79.29","78.15","-1.87%"
"05/08/2017","79.64","80.27","80.27","79.64","-1.84%"
"05/05/2017","81.13","81.25","81.25","81.13","-1.21%"
"05/04/2017","82.12","88.18","88.18","82.12","-2.94%"
"05/03/2017","84.61","88.18","88.18","84.61","-2.86%"
"05/02/2017","87.10","88.18","88.18","87.10","-1.68%"
"05/01/2017","88.59","88.18","88.59","88.18","0.00%"
"04/28/2017","88.59","90.15","90.15","88.59","-2.20%"
"04/27/2017","90.58","91.14","91.14","90.58","-0.54%"
"04/26/2017","91.07","94.10","94.10","91.07","-3.17%"
"04/25/2017","94.05","97.54","97.54","94.05","-3.31%"
"04/24/2017","97.27","105.88","105.88","97.27","-6.87%"
"04/21/2017","104.44","107.84","107.84","104.44","-0.95%"
"04/20/2017","105.44","107.84","107.84","105.44","-0.46%"
"04/19/2017","105.93","107.84","107.84","105.93","-0.93%"
"04/18/2017","106.92","107.84","107.84","106.92","0.47%"
"04/17/2017","106.42","107.84","107.84","106.42","0.00%"
"04/14/2017","106.42","107.84","107.84","106.42","0.00%"
"04/13/2017","106.42","107.35","107.35","106.42","0.70%"
"04/12/2017","105.68","107.35","107.35","105.68","-0.46%"
"04/11/2017","106.17","105.88","106.17","105.88","1.66%"
"04/10/2017","104.44","103.92","104.44","103.92","1.44%"
"04/07/2017","102.96","103.92","103.92","102.96","0.00%"
"04/06/2017","102.96","105.88","105.88","102.96","0.00%"
"04/05/2017","102.96","105.88","105.88","102.96","-1.42%"
"04/04/2017","104.44","104.90","104.90","104.44","0.47%"
"04/03/2017","103.95","100.98","103.95","100.98","1.21%"
"03/31/2017","102.71","100.98","102.71","100.98","0.48%"
"03/30/2017","102.22","100.98","102.22","100.98","0.72%"
"03/29/2017","101.49","100.98","101.49","100.98","0.00%"
"03/28/2017","101.49","102.94","102.94","101.49","-1.44%"
"03/27/2017","102.97","102.94","102.97","102.94","-0.48%"
"03/24/2017","103.47","108.82","108.82","103.47","-0.94%"
"03/23/2017","104.45","108.82","108.82","104.45","-3.65%"
"03/22/2017","108.41","108.33","108.41","108.33","0.23%"
"03/21/2017","108.16","111.80","111.80","108.16","-1.58%"
"03/20/2017","109.90","111.80","111.80","109.90","5.21%"
"03/17/2017","104.46","105.90","105.90","104.46","-1.41%"
"03/16/2017","105.95","107.37","107.37","105.95","-1.61%"
"03/15/2017","107.68","108.85","108.85","107.68","-0.68%"
"03/14/2017","108.42","105.90","108.42","105.90","1.38%"
"03/13/2017","106.94","105.90","106.94","105.90","0.46%"
"03/10/2017","106.45","109.83","109.83","106.45","-1.37%"
"03/09/2017","107.93","109.83","109.83","107.93","-0.90%"
"03/08/2017","108.91","107.86","108.91","107.86","0.91%"
"03/07/2017","107.93","109.83","109.83","107.93","-0.90%"
"03/06/2017","108.91","108.84","108.91","108.84","0.45%"
"03/03/2017","108.42","111.82","111.82","108.42","-0.47%"
"03/02/2017","108.93","111.82","111.82","108.93","-2.66%"
"03/01/2017","111.91","115.75","115.75","111.91","-1.75%"
"02/28/2017","113.90","115.75","115.75","113.90","-2.12%"
"02/27/2017","116.37","117.22","117.22","116.37","-0.63%"
"02/24/2017","117.11","117.22","117.22","117.11","0.43%"
"02/23/2017","116.61","117.72","117.72","116.61","-0.21%"
"02/22/2017","116.85","116.73","116.85","116.73","0.41%"
"02/21/2017","116.37","116.75","116.75","116.37","0.01%"
"02/20/2017","116.36","116.75","116.75","116.36","0.42%"
"02/17/2017","115.87","115.76","115.87","115.76","0.42%"
"02/16/2017","115.38","112.80","115.38","112.80","1.75%"
"02/15/2017","113.40","114.77","114.77","113.40","-1.72%"
"02/14/2017","115.38","114.77","115.38","114.77","0.43%"
"02/13/2017","114.89","118.71","118.71","114.89","-2.52%"
"02/10/2017","117.86","115.76","117.86","115.76","2.59%"
"02/09/2017","114.88","114.77","114.88","114.77","-0.42%"
"02/08/2017","115.36","114.77","115.36","114.77","1.30%"
"02/07/2017","113.88","112.31","113.88","112.31","1.09%"
"02/06/2017","112.65","108.86","112.65","108.86","2.01%"
"02/03/2017","110.43","109.85","110.43","109.85","-0.89%"
"02/02/2017","111.42","111.33","111.42","111.33","-1.10%"
"02/01/2017","112.66","113.79","113.79","112.66","-0.64%"
"01/31/2017","113.39","109.36","113.39","109.36","0.43%"
"01/30/2017","112.90","109.36","112.90","109.36","2.47%"
"01/27/2017","110.18","108.87","110.18","108.87","-0.23%"
"01/26/2017","110.43","106.89","110.43","106.89","2.30%"
"01/25/2017","107.95","109.85","109.85","107.95","-2.68%"
"01/24/2017","110.92","112.80","112.80","110.92","-2.19%"
"01/23/2017","113.40","111.82","113.40","111.82","0.43%"
"01/20/2017","112.91","114.77","114.77","112.91","-2.57%"
"01/19/2017","115.89","116.74","116.74","115.89","0.00%"
"01/18/2017","115.89","116.74","116.74","115.89","-0.84%"
"01/17/2017","116.87","114.77","116.87","114.77","0.85%"
"01/16/2017","115.88","114.77","115.88","114.77","0.00%"
"01/13/2017","115.88","118.71","118.71","115.88","-2.50%"
"01/12/2017","118.85","118.71","118.85","118.71","0.42%"
"01/11/2017","118.35","118.71","118.71","118.35","0.42%"
"01/10/2017","117.85","117.72","117.85","117.72","0.85%"
"01/09/2017","116.86","116.74","116.86","116.74","0.42%"
"01/06/2017","116.37","112.79","116.37","112.79","1.30%"
"01/05/2017","114.88","112.79","114.88","112.79","0.87%"
"01/04/2017","113.89","114.75","114.75","113.89","-1.29%"
"01/03/2017","115.38","116.72","116.72","115.38","-2.52%"
"01/02/2017","118.36","118.36","118.36","118.36","0.00%"
"12/30/2016","118.36","118.68","118.68","118.36","-0.83%"
"12/29/2016","119.35","118.68","119.35","118.68","-0.41%"
"12/28/2016","119.84","116.72","119.84","116.72","0.82%"
"12/27/2016","118.86","116.72","118.86","116.72","0.00%"
"12/26/2016","118.86","116.72","118.86","116.72","0.01%"
"12/23/2016","118.85","126.56","126.56","118.85","-5.88%"
"12/22/2016","126.28","126.55","126.55","126.28","-0.39%"
"12/21/2016","126.77","126.55","126.77","126.55","-0.40%"
"12/20/2016","127.28","126.55","127.28","126.55","0.39%"
"12/19/2016","126.78","126.55","126.78","126.55","-0.39%"
"12/16/2016","127.27","127.54","127.54","127.27","-0.39%"
"12/15/2016","127.77","127.54","127.77","127.54","0.01%"
"12/14/2016","127.76","127.53","127.76","127.53","0.00%"
"12/13/2016","127.76","128.51","128.51","127.76","-1.54%"
"12/12/2016","129.76","130.48","130.48","129.76","-1.12%"
"12/09/2016","131.23","132.44","132.44","131.23","-1.49%"
"12/08/2016","133.22","137.36","137.36","133.22","-3.24%"
"12/07/2016","137.68","144.21","144.21","137.68","-1.77%"
"12/06/2016","140.16","144.21","144.21","140.16","-3.08%"
"12/05/2016","144.61","142.26","144.61","142.26","0.69%"
"12/02/2016","143.62","144.22","144.22","143.62","-1.38%"
"12/01/2016","145.63","146.20","146.20","145.63","-0.65%"
"11/30/2016","146.59","146.19","146.59","146.19","0.34%"
"11/29/2016","146.09","147.20","147.20","146.09","-2.64%"
"11/28/2016","150.05","147.20","150.05","147.20","2.70%"
"11/25/2016","146.10","145.22","146.10","145.22","0.69%"
"11/24/2016","145.10","146.20","146.20","145.10","-0.68%"
"11/23/2016","146.10","147.20","147.20","146.10","-0.33%"
"11/22/2016","146.59","149.17","149.17","146.59","-1.01%"
"11/21/2016","148.08","150.16","150.16","148.08","0.01%"
"11/18/2016","148.07","147.20","148.07","147.20","1.36%"
"11/17/2016","146.09","144.26","146.09","144.26","0.67%"
"11/16/2016","145.12","144.26","145.12","144.26","0.35%"
"11/15/2016","144.61","147.19","147.19","144.61","-1.03%"
"11/14/2016","146.11","143.27","146.11","143.27","2.43%"
"11/11/2016","142.64","139.32","142.64","139.32","2.11%"
"11/10/2016","139.69","140.32","140.32","139.69","-0.34%"
"11/09/2016","140.16","136.36","140.16","136.36","2.91%"
"11/08/2016","136.20","139.33","139.33","136.20","-1.78%"
"11/07/2016","138.67","142.28","142.28","138.67","-1.74%"
"11/04/2016","141.13","141.30","141.30","141.13","0.34%"
"11/03/2016","140.65","141.30","141.30","140.65","0.01%"
"11/02/2016","140.64","139.33","140.64","139.33","2.16%"
"11/01/2016","137.67","138.35","138.35","137.67","1.10%"
"10/31/2016","136.17","136.38","136.38","136.17","1.48%"
"10/28/2016","134.19","133.43","134.19","133.43","1.49%"
"10/27/2016","132.22","134.41","134.41","132.22","0.01%"
"10/26/2016","132.21","132.44","132.44","132.21","0.75%"
"10/25/2016","131.22","129.49","131.22","129.49","1.52%"
"10/24/2016","129.25","131.46","131.46","129.25","-1.88%"
"10/21/2016","131.73","131.45","131.73","131.45","0.01%"
"10/20/2016","131.72","133.42","133.42","131.72","-1.85%"
"10/19/2016","134.20","137.35","137.35","134.20","-2.17%"
"10/18/2016","137.17","139.31","139.31","137.17","-1.07%"
"10/17/2016","138.65","139.31","139.31","138.65","-0.01%"
"10/14/2016","138.66","139.32","139.32","138.66","-0.71%"
"10/13/2016","139.65","139.32","139.65","139.32","0.71%"
"10/12/2016","138.66","139.31","139.31","138.66","-0.35%"
"10/11/2016","139.15","141.28","141.28","139.15","-0.36%"
"10/10/2016","139.65","141.29","141.29","139.65","0.01%"
"10/07/2016","139.64","137.34","139.64","137.34","1.43%"
"10/06/2016","137.67","139.30","139.30","137.67","-0.71%"
"10/05/2016","138.66","141.28","141.28","138.66","-1.05%"
"10/04/2016","140.13","139.30","140.13","139.30","0.70%"
"10/03/2016","139.15","138.17","139.15","137.33","0.71%"
"09/30/2016","138.17","138.17","138.17","138.17","0.36%"
"09/29/2016","137.67","137.33","137.67","137.33","0.37%"
"09/28/2016","137.16","139.28","139.28","137.16","-0.71%"
"09/27/2016","138.14","136.35","138.14","136.35","2.56%"
"09/26/2016","134.69","134.39","134.69","134.39","1.51%"
"09/23/2016","132.69","132.43","132.69","132.43","1.52%"
"09/22/2016","130.70","133.40","133.40","130.70","-1.51%"
"09/21/2016","132.70","134.39","134.39","132.70","-0.36%"
"09/20/2016","133.18","131.50","133.18","131.50","7.56%"
"09/19/2016","123.82","126.59","126.59","123.82","-1.57%"
"09/16/2016","125.79","120.68","125.79","120.68","4.10%"
"09/15/2016","120.84","120.69","120.84","120.69","0.42%"
"09/14/2016","120.34","122.66","122.66","120.34","-0.82%"
"09/13/2016","121.33","120.68","121.33","120.68","0.82%"
"09/12/2016","120.34","119.70","120.34","119.70","1.68%"
"09/09/2016","118.35","116.74","118.35","116.74","2.14%"
"09/08/2016","115.87","115.87","115.87","115.87","-0.86%"
"09/07/2016","116.88","115.75","116.88","115.75","-0.84%"
"09/06/2016","117.87","116.73","117.87","116.73","-1.25%"
"09/05/2016","119.36","116.73","119.36","116.73","0.00%"
"09/02/2016","119.36","119.36","119.36","119.36","-2.82%"
"09/01/2016","122.82","121.65","122.82","121.65","-0.41%"
"08/31/2016","123.32","122.64","123.32","122.64","-0.40%"
"08/30/2016","123.81","125.58","125.58","123.81","-1.57%"
"08/29/2016","125.79","125.59","125.79","125.59","0.00%"
"08/26/2016","125.79","125.59","125.79","125.59","0.00%"
"08/25/2016","125.79","126.57","126.57","125.79","-0.39%"
"08/24/2016","126.28","126.57","126.57","126.28","-0.79%"
"08/23/2016","127.28","129.52","129.52","127.28","-1.15%"
"08/22/2016","128.76","129.52","129.52","128.76","0.78%"
"08/19/2016","127.76","126.57","127.76","126.57","1.57%"
"08/18/2016","125.78","126.57","126.57","125.78","0.00%"
"08/17/2016","125.78","124.60","125.78","124.60","0.79%"
"08/16/2016","124.80","126.57","126.57","124.80","-1.18%"
"08/15/2016","126.29","126.57","126.57","126.29","-0.39%"
"08/12/2016","126.78","126.57","126.78","126.57","-0.78%"
"08/11/2016","127.78","131.48","131.48","127.78","-2.26%"
"08/10/2016","130.73","131.48","131.48","130.73","0.00%"
"08/09/2016","130.73","131.48","131.48","130.73","-0.01%"
"08/08/2016","130.74","133.45","133.45","130.74","-1.86%"
"08/05/2016","133.22","135.41","135.41","133.22","-1.10%"
"08/04/2016","134.70","139.35","139.35","134.70","-2.16%"
"08/03/2016","137.67","139.35","139.35","137.67","-0.01%"
"08/02/2016","137.68","134.43","137.68","134.43","2.20%"
"08/01/2016","134.71","134.42","134.71","134.42","0.00%"
"07/29/2016","134.71","140.32","140.32","134.71","0.00%"
"07/28/2016","134.71","140.32","140.32","134.71","-2.14%"
"07/27/2016","137.66","141.31","141.31","137.66","-0.35%"
"07/26/2016","138.15","133.45","138.15","133.45","1.81%"
"07/25/2016","135.69","133.45","135.69","133.45","1.10%"
"07/22/2016","134.22","142.29","142.29","131.48","0.36%"
"07/21/2016","133.74","142.29","142.29","133.74","-3.92%"
"07/20/2016","139.19","142.29","142.29","139.19","-3.77%"
"07/19/2016","144.65","144.65","144.65","144.65","0.70%"
"07/18/2016","143.64","143.64","143.64","143.64","0.00%"
"07/15/2016","143.64","143.64","143.64","143.64","-0.01%"
"07/14/2016","143.65","150.57","150.57","143.65","-4.60%"
"07/13/2016","150.57","150.57","150.57","150.57","-3.77%"
"07/12/2016","156.47","150.58","150.58","150.58","-3.69%"
