"Date","Price","Open","High","Low","Change %"
"01/10/2020","12.95","14.08","14.08","12.95","3.27%"
"01/09/2020","12.54","14.43","14.43","12.54","-5.07%"
"01/08/2020","13.21","14.60","14.60","13.21","-4.28%"
"01/07/2020","13.80","14.94","14.94","13.80","-1.22%"
"01/06/2020","13.97","14.77","14.77","13.97","4.41%"
"01/03/2020","13.38","14.43","14.43","13.38","1.29%"
"01/02/2020","13.21","14.43","14.43","13.21","0.00%"
"01/01/2020","13.21","14.43","14.43","13.21","0.00%"
"12/31/2019","13.21","14.43","14.43","13.21","0.00%"
"12/30/2019","13.21","14.43","14.43","13.21","0.00%"
"12/27/2019","13.21","14.43","14.43","13.21","0.00%"
"12/26/2019","13.21","14.43","14.43","13.21","0.00%"
"12/25/2019","13.21","14.43","14.43","13.21","0.00%"
"12/24/2019","13.21","14.43","14.43","13.21","0.00%"
"12/23/2019","13.21","14.43","14.43","13.21","0.00%"
"12/20/2019","13.21","14.43","14.43","13.21","0.00%"
"12/19/2019","13.21","14.43","14.43","13.21","0.00%"
"12/18/2019","13.21","14.27","14.27","13.21","0.61%"
"12/17/2019","13.13","14.61","14.61","13.13","-1.28%"
"12/16/2019","13.30","14.61","14.61","13.30","8.13%"
"12/13/2019","12.30","15.11","15.11","12.30","-5.75%"
"12/12/2019","13.05","15.28","15.28","13.05","-4.33%"
"12/11/2019","13.64","15.12","15.12","13.64","0.66%"
"12/10/2019","13.55","15.45","15.45","13.55","-1.24%"
"12/09/2019","13.72","14.31","14.31","13.72","-4.12%"
"12/06/2019","14.31","15.79","15.79","14.31","-0.56%"
"12/05/2019","14.39","15.62","15.62","14.39","0.56%"
"12/04/2019","14.31","16.13","16.13","14.31","1.78%"
"12/03/2019","14.06","15.79","15.79","14.06","1.22%"
"12/02/2019","13.89","15.62","15.62","13.89","0.58%"
"11/29/2019","13.81","15.62","15.62","13.81","-6.75%"
"11/28/2019","14.81","14.31","14.81","14.31","4.66%"
"11/27/2019","14.15","14.88","14.88","14.15","-4.91%"
"11/26/2019","14.88","16.16","16.16","14.88","-7.46%"
"11/25/2019","16.08","16.47","16.47","16.08","-3.89%"
"11/22/2019","16.73","13.50","16.73","13.50","9.70%"
"11/21/2019","15.25","13.63","15.25","13.63","-0.39%"
"11/20/2019","15.31","13.63","15.31","13.63","4.29%"
"11/19/2019","14.68","12.74","14.68","12.74","2.16%"
"11/18/2019","14.37","12.75","14.37","12.75","-3.36%"
"11/15/2019","14.87","13.00","14.87","13.00","-0.87%"
"11/14/2019","15.00","13.00","15.00","13.00","3.45%"
"11/13/2019","14.50","12.50","14.50","12.50","5.45%"
"11/12/2019","13.75","12.87","13.75","12.87","-4.78%"
"11/11/2019","14.44","12.75","14.44","12.75","0.49%"
"11/08/2019","14.37","12.49","14.37","12.49","4.59%"
"11/07/2019","13.74","12.75","13.74","12.75","-0.94%"
"11/06/2019","13.87","12.37","13.87","12.37","1.39%"
"11/05/2019","13.68","12.50","13.68","12.50","-4.00%"
"11/04/2019","14.25","12.88","14.25","12.88","-4.62%"
"11/01/2019","14.94","12.88","14.94","12.88","0.00%"
"10/31/2019","14.94","13.00","14.94","13.00","-0.40%"
"10/30/2019","15.00","12.87","15.00","12.87","3.95%"
"10/29/2019","14.43","12.75","14.43","12.75","4.04%"
"10/28/2019","13.87","12.62","13.87","12.62","0.43%"
"10/25/2019","13.81","12.75","13.81","12.75","-0.43%"
"10/24/2019","13.87","12.75","13.87","12.75","0.00%"
"10/23/2019","13.87","12.38","13.87","12.38","5.24%"
"10/22/2019","13.18","11.62","13.18","11.62","2.89%"
"10/21/2019","12.81","12.00","12.81","12.00","-5.11%"
"10/18/2019","13.50","12.26","13.50","12.26","-0.88%"
"10/17/2019","13.62","15.29","15.29","13.62","-3.68%"
"10/16/2019","14.14","15.61","15.61","14.14","-7.58%"
"10/15/2019","15.30","16.41","16.41","15.30","-5.56%"
"10/14/2019","16.20","16.41","16.41","16.20","0.00%"
"10/11/2019","16.20","16.87","16.87","16.20","-7.06%"
"10/10/2019","17.43","17.20","17.43","17.20","-6.24%"
"10/09/2019","18.59","17.36","18.59","17.36","-3.08%"
"10/08/2019","19.18","17.20","19.18","17.20","3.12%"
"10/07/2019","18.60","17.04","18.60","17.04","0.43%"
"10/04/2019","18.52","17.20","18.52","17.20","2.32%"
"10/03/2019","18.10","16.73","18.10","16.73","1.34%"
"10/02/2019","17.86","16.41","17.86","16.41","6.95%"
"10/01/2019","16.70","16.41","16.70","16.41","0.00%"
"09/30/2019","16.70","16.57","16.70","16.57","-6.07%"
"09/27/2019","17.78","16.73","17.78","16.73","-3.16%"
"09/26/2019","18.36","16.73","18.36","16.73","2.80%"
"09/25/2019","17.86","16.42","17.86","16.42","-1.92%"
"09/24/2019","18.21","16.10","18.21","16.10","3.76%"
"09/23/2019","17.55","15.78","17.55","15.78","0.92%"
"09/20/2019","17.39","15.91","17.39","15.91","48.38%"
"09/19/2019","11.72","10.56","11.72","10.56","-4.56%"
"09/18/2019","12.28","11.19","12.28","11.19","-6.19%"
"09/17/2019","13.09","10.94","13.09","10.94","9.36%"
"09/16/2019","11.97","10.55","11.97","10.55","2.31%"
"09/13/2019","11.70","10.41","11.70","10.41","0.00%"
"09/12/2019","11.70","11.15","11.70","11.15","-6.92%"
"09/11/2019","12.57","11.39","12.57","11.39","-0.95%"
"09/10/2019","12.69","11.40","12.69","11.40","0.00%"
"09/09/2019","12.69","11.39","12.69","11.39","0.00%"
"09/06/2019","12.69","11.51","12.69","11.51","-4.23%"
"09/05/2019","13.25","11.87","13.25","11.87","-4.88%"
"09/04/2019","13.93","12.11","13.93","12.11","-4.26%"
"09/03/2019","14.55","11.63","14.55","11.63","5.28%"
"09/02/2019","13.82","11.63","13.82","11.63","0.00%"
"08/30/2019","13.82","11.40","13.82","11.40","18.12%"
"08/29/2019","11.70","11.63","11.82","11.63","-1.02%"
"08/28/2019","11.82","11.63","11.82","11.63","0.00%"
"08/27/2019","11.82","12.34","12.34","11.82","-6.71%"
"08/26/2019","12.67","12.35","12.67","12.35","0.00%"
"08/23/2019","12.67","11.86","12.67","11.86","-2.01%"
"08/22/2019","12.93","11.87","12.93","11.87","0.00%"
"08/21/2019","12.93","12.35","12.93","12.35","-5.41%"
"08/20/2019","13.67","13.31","13.67","13.31","0.00%"
"08/19/2019","13.67","13.31","13.67","13.31","-14.08%"
"08/16/2019","15.91","13.31","15.91","13.31","-9.86%"
"08/15/2019","17.65","13.53","17.65","13.53","-0.62%"
"08/14/2019","17.76","13.30","17.76","13.30","3.56%"
"08/13/2019","17.15","13.65","17.15","13.65","-1.04%"
"08/12/2019","17.33","13.54","17.33","13.54","0.35%"
"08/09/2019","17.27","12.82","17.27","12.82","12.07%"
"08/08/2019","15.41","15.41","15.41","15.41","-7.45%"
"08/07/2019","16.65","12.11","16.65","12.11","0.73%"
"08/06/2019","16.53","13.55","16.53","13.55","-1.43%"
"08/05/2019","16.77","12.59","16.77","12.59","13.39%"
"08/02/2019","14.79","12.11","14.79","12.11","9.15%"
"08/01/2019","13.55","12.11","13.55","12.11","-3.63%"
"07/31/2019","14.06","12.11","14.06","12.11","0.07%"
"07/30/2019","14.05","11.63","14.05","11.63","9.68%"
"07/29/2019","12.81","11.27","12.81","11.27","5.61%"
"07/26/2019","12.13","10.92","12.13","10.92","10.68%"
"07/25/2019","10.96","10.92","10.96","10.92","0.00%"
"07/24/2019","10.96","11.40","11.40","10.96","7.45%"
"07/23/2019","10.20","12.12","12.12","10.20","-11.76%"
"07/22/2019","11.56","12.00","12.00","11.56","-4.62%"
"07/19/2019","12.12","12.37","12.37","12.12","-0.49%"
"07/18/2019","12.18","12.00","12.18","12.00","5.91%"
"07/17/2019","11.50","11.52","11.52","11.50","2.13%"
"07/16/2019","11.26","11.64","11.64","11.26","0.00%"
"07/15/2019","11.26","11.64","11.64","11.26","-4.74%"
"07/12/2019","11.82","12.36","12.36","11.82","-6.78%"
"07/11/2019","12.68","12.61","12.68","12.61","-4.66%"
"07/10/2019","13.30","12.60","13.30","12.60","-0.89%"
"07/09/2019","13.42","12.60","13.42","12.60","4.84%"
"07/08/2019","12.80","11.65","12.80","11.65","8.20%"
"07/05/2019","11.83","11.44","11.83","11.44","0.94%"
"07/04/2019","11.72","11.45","11.72","11.45","0.00%"
"07/03/2019","11.72","11.68","11.72","11.68","-5.02%"
"07/02/2019","12.34","13.78","13.78","12.34","3.26%"
"07/01/2019","11.95","13.78","13.78","11.95","-12.20%"
"06/28/2019","13.61","13.78","13.78","13.61","-1.23%"
"06/27/2019","13.78","12.79","13.78","12.79","-4.24%"
"06/26/2019","14.39","12.90","14.39","12.90","-0.42%"
"06/25/2019","14.45","12.79","14.45","12.79","0.42%"
"06/24/2019","14.39","13.01","14.39","13.01","25.13%"
"06/21/2019","11.50","13.13","13.13","11.50","-0.52%"
"06/20/2019","11.56","13.46","13.46","11.56","-5.48%"
"06/19/2019","12.23","14.47","14.47","12.23","-10.99%"
"06/18/2019","13.74","15.12","15.12","13.74","-14.45%"
"06/17/2019","16.06","15.12","16.06","15.12","-5.86%"
"06/14/2019","17.06","15.12","17.06","15.12","0.00%"
"06/13/2019","17.06","15.12","17.06","15.12","0.00%"
"06/12/2019","17.06","13.64","17.06","13.64","4.53%"
"06/11/2019","16.32","14.04","16.32","14.04","-4.11%"
"06/10/2019","17.02","15.06","17.02","15.06","-3.68%"
"06/07/2019","17.67","15.06","17.67","15.06","-9.52%"
"06/06/2019","19.53","14.86","19.53","14.86","0.51%"
"06/05/2019","19.43","16.28","19.43","16.28","-5.59%"
"06/04/2019","20.58","16.28","20.58","16.28","-9.10%"
"06/03/2019","22.64","16.08","22.64","16.08","0.44%"
"05/31/2019","22.54","15.88","22.54","15.88","2.73%"
"05/30/2019","21.94","15.68","21.94","15.68","-2.88%"
"05/29/2019","22.59","15.68","22.59","15.68","3.43%"
"05/28/2019","21.84","15.98","21.84","15.98","0.00%"
"05/27/2019","21.84","15.68","21.84","15.68","0.00%"
"05/24/2019","21.84","15.98","21.84","15.98","-2.89%"
"05/23/2019","22.49","15.58","22.49","15.58","5.64%"
"05/22/2019","21.29","15.27","21.29","15.27","5.71%"
"05/21/2019","20.14","15.28","20.14","15.28","-2.42%"
"05/20/2019","20.64","15.08","20.64","15.08","8.40%"
"05/17/2019","19.04","19.04","19.04","19.04","3.31%"
"05/16/2019","18.43","15.08","15.08","15.08","-4.90%"
"05/15/2019","19.38","14.57","19.38","14.57","6.02%"
"05/14/2019","18.28","14.77","18.28","14.77","-0.87%"
"05/13/2019","18.44","13.65","18.44","13.65","6.10%"
"05/10/2019","17.38","14.77","17.38","14.77","-2.80%"
"05/09/2019","17.88","13.65","17.88","13.65","20.57%"
"05/08/2019","14.83","13.45","14.83","13.45","0.75%"
"05/07/2019","14.72","12.64","14.72","12.64","14.82%"
"05/06/2019","12.82","12.64","12.82","12.64","0.00%"
"05/03/2019","12.82","13.86","13.86","12.82","-4.54%"
"05/02/2019","13.43","15.14","15.14","13.43","-4.55%"
"05/01/2019","14.07","15.14","15.14","14.07","-3.37%"
"04/30/2019","14.56","17.63","17.63","14.56","-7.91%"
"04/29/2019","15.81","18.18","18.18","15.81","-4.70%"
"04/26/2019","16.59","18.74","18.74","16.59","-4.49%"
"04/25/2019","17.37","17.64","17.64","17.37","9.80%"
"04/24/2019","15.82","18.29","18.29","15.82","-1.98%"
"04/23/2019","16.14","17.87","17.87","16.14","4.60%"
"04/22/2019","15.43","17.87","17.87","15.43","0.00%"
"04/19/2019","15.43","17.87","17.87","15.43","0.00%"
"04/18/2019","15.43","18.15","18.15","15.43","-3.98%"
"04/17/2019","16.07","18.15","18.15","16.07","-3.02%"
"04/16/2019","16.57","18.15","18.15","16.57","-2.93%"
"04/15/2019","17.07","17.80","17.80","17.07","4.34%"
"04/12/2019","16.36","17.67","17.67","16.36","-8.24%"
"04/11/2019","17.83","18.67","18.67","17.83","-7.76%"
"04/10/2019","19.33","19.67","19.67","19.33","-2.52%"
"04/09/2019","19.83","20.67","20.67","19.83","-4.80%"
"04/08/2019","20.83","19.67","20.83","19.67","2.46%"
"04/05/2019","20.33","22.66","22.66","20.33","-10.95%"
"04/04/2019","22.83","21.66","22.83","21.66","4.58%"
"04/03/2019","21.83","23.66","23.66","21.83","-10.28%"
"04/02/2019","24.33","23.66","24.33","23.66","0.00%"
"04/01/2019","24.33","26.65","26.65","24.33","-9.32%"
"03/29/2019","26.83","27.65","27.65","26.83","-6.90%"
"03/28/2019","28.82","27.65","28.82","27.65","-0.03%"
"03/27/2019","28.83","28.65","28.83","28.65","-1.67%"
"03/26/2019","29.32","32.64","32.64","29.32","-10.66%"
"03/25/2019","32.82","29.64","32.82","29.64","8.25%"
"03/22/2019","30.32","27.65","30.32","27.65","13.05%"
"03/21/2019","26.82","20.66","26.82","20.66","25.74%"
"03/20/2019","21.33","18.84","21.33","18.84","49.27%"
"03/19/2019","14.29","14.59","14.59","14.29","-9.50%"
"03/18/2019","15.79","14.59","15.79","14.59","3.27%"
"03/15/2019","15.29","14.59","15.29","14.59","0.00%"
"03/14/2019","15.29","15.59","15.59","15.29","-8.93%"
"03/13/2019","16.79","17.59","17.59","16.79","-10.64%"
"03/12/2019","18.79","20.08","20.08","18.79","-10.69%"
"03/11/2019","21.04","23.57","23.57","21.04","-13.34%"
"03/08/2019","24.28","22.57","24.28","22.57","8.98%"
"03/07/2019","22.28","14.09","22.28","14.09","2.25%"
"03/06/2019","21.79","22.57","22.57","21.79","-2.20%"
"03/05/2019","22.28","21.58","22.28","21.58","2.25%"
"03/04/2019","21.79","21.58","21.79","21.58","0.00%"
"03/01/2019","21.79","20.58","21.79","20.58","2.35%"
"02/28/2019","21.29","11.59","21.29","11.59","48.99%"
"02/27/2019","14.29","14.09","14.29","14.09","-16.14%"
"02/26/2019","17.04","20.09","20.09","17.04","0.00%"
"02/25/2019","17.04","20.09","20.54","20.09","-17.04%"
"02/22/2019","20.54","20.09","20.54","20.09","-4.64%"
"02/21/2019","21.54","20.59","21.54","20.59","0.00%"
"02/20/2019","21.54","20.59","21.54","20.59","-5.48%"
"02/19/2019","22.79","22.58","22.79","22.58","-6.18%"
"02/18/2019","24.29","23.58","24.29","23.58","-3.95%"
"02/15/2019","25.29","25.58","25.58","25.29","-5.60%"
"02/14/2019","26.79","23.58","26.79","23.58","5.93%"
"02/13/2019","25.29","24.58","25.29","24.58","-1.94%"
"02/12/2019","25.79","26.58","26.58","25.79","-7.20%"
"02/11/2019","27.79","27.58","27.79","27.58","-3.47%"
"02/08/2019","28.79","25.58","28.79","25.58","9.51%"
"02/07/2019","26.29","19.59","26.29","19.59","17.95%"
"02/06/2019","22.29","19.59","22.29","19.59","-4.29%"
"02/05/2019","23.29","25.08","25.08","23.29","-13.87%"
"02/04/2019","27.04","22.59","27.04","22.59","9.08%"
"02/01/2019","24.79","26.58","26.58","24.79","-3.88%"
"01/31/2019","25.79","26.58","26.58","25.79","-1.90%"
"01/30/2019","26.29","28.58","28.58","26.29","-5.40%"
"01/29/2019","27.79","35.08","35.08","27.79","0.00%"
"01/28/2019","27.79","26.58","27.79","26.58","1.83%"
"01/25/2019","27.29","31.58","31.58","27.29","-14.16%"
"01/24/2019","31.79","33.57","33.57","31.79","-4.51%"
"01/23/2019","33.29","35.08","35.08","33.29","-3.62%"
"01/22/2019","34.54","33.58","34.54","33.58","5.34%"
"01/21/2019","32.79","35.08","35.08","32.79","-5.07%"
"01/18/2019","34.54","37.57","37.57","34.54","-6.09%"
"01/17/2019","36.78","35.08","36.78","35.08","0.66%"
"01/16/2019","36.54","52.56","52.56","36.54","-23.52%"
"01/15/2019","47.78","55.05","55.05","47.78","-4.48%"
"01/14/2019","50.02","57.05","57.05","50.02","1.01%"
"01/11/2019","49.52","57.55","57.55","49.52","-5.26%"
"01/10/2019","52.27","55.05","55.05","52.27","3.46%"
"01/09/2019","50.52","57.54","57.54","50.52","-6.04%"
"01/08/2019","53.77","60.04","60.04","53.77","-4.02%"
"01/07/2019","56.02","60.04","60.04","56.02","0.90%"
"01/04/2019","55.52","57.05","57.05","55.52","0.91%"
"01/03/2019","55.02","54.05","55.02","54.05","3.77%"
"01/02/2019","53.02","54.05","54.05","53.02","0.00%"
"01/01/2019","53.02","54.05","54.05","53.02","0.00%"
"12/31/2018","53.02","54.05","54.05","53.02","0.00%"
"12/28/2018","53.02","54.05","54.05","53.02","1.92%"
"12/27/2018","52.02","54.05","54.05","52.02","0.97%"
"12/26/2018","51.52","54.05","54.05","51.52","0.00%"
"12/25/2018","51.52","54.05","54.05","51.52","0.00%"
"12/24/2018","51.52","42.56","51.52","42.56","0.00%"
"12/21/2018","51.52","42.56","51.52","42.56","3.00%"
"12/20/2018","50.02","42.57","50.02","42.57","9.26%"
"12/19/2018","45.78","42.56","45.78","42.56","-5.65%"
"12/18/2018","48.52","42.56","48.52","42.56","8.35%"
"12/17/2018","44.78","42.56","44.78","42.56","0.00%"
"12/14/2018","44.78","42.57","44.78","42.57","1.13%"
"12/13/2018","44.28","42.56","44.28","42.56","-5.85%"
"12/12/2018","47.03","42.56","47.03","42.56","-3.57%"
"12/11/2018","48.77","42.57","48.77","42.57","-0.51%"
"12/10/2018","49.02","42.57","49.02","42.57","5.92%"
"12/07/2018","46.28","42.56","46.28","42.56","-5.59%"
"12/06/2018","49.02","42.57","49.02","42.57","9.47%"
"12/05/2018","44.78","42.56","44.78","42.56","11.17%"
"12/04/2018","40.28","42.56","42.56","40.28","-1.23%"
"12/03/2018","40.78","42.57","42.57","42.57","-2.39%"
"11/30/2018","41.78","42.57","42.57","41.78","2.45%"
"11/29/2018","40.78","42.57","42.57","40.78","1.24%"
"11/28/2018","40.28","42.57","42.57","40.28","0.00%"
"11/27/2018","40.28","41.07","41.07","40.28","5.92%"
"11/26/2018","38.03","44.07","44.07","38.03","-3.79%"
"11/23/2018","39.53","35.58","39.53","35.58","13.62%"
"11/22/2018","34.79","35.58","35.58","34.79","1.46%"
"11/21/2018","34.29","35.58","35.58","34.29","0.00%"
"11/20/2018","34.29","32.29","34.58","32.29","6.19%"
"11/19/2018","32.29","32.29","32.29","32.29","16.19%"
"11/16/2018","27.79","28.59","28.59","27.79","-3.47%"
"11/15/2018","28.79","26.09","28.79","26.09","6.47%"
"11/14/2018","27.04","24.10","27.04","24.10","5.83%"
"11/13/2018","25.55","25.09","25.55","25.09","-1.92%"
"11/12/2018","26.05","23.10","26.05","23.10","10.62%"
"11/09/2018","23.55","23.10","23.55","23.10","2.17%"
"11/08/2018","23.05","20.10","23.05","20.10","9.50%"
"11/07/2018","21.05","23.10","23.10","21.05","-8.68%"
"11/06/2018","23.05","21.60","23.05","21.60","4.54%"
"11/05/2018","22.05","21.60","22.05","21.60","-3.29%"
"11/02/2018","22.80","23.10","23.10","22.80","-5.20%"
"11/01/2018","24.05","24.10","24.10","24.05","-3.99%"
"10/31/2018","25.05","27.60","27.60","25.05","-8.24%"
"10/30/2018","27.30","26.10","27.30","26.10","2.82%"
"10/29/2018","26.55","27.60","27.60","26.55","-4.50%"
"10/26/2018","27.80","24.10","27.80","24.10","13.24%"
"10/25/2018","24.55","24.10","24.55","24.10","0.00%"
"10/24/2018","24.55","24.10","24.55","24.10","0.00%"
"10/23/2018","24.55","22.60","24.55","22.60","10.09%"
"10/22/2018","22.30","24.10","24.10","22.30","-7.28%"
"10/19/2018","24.05","27.10","27.10","24.05","-5.87%"
"10/18/2018","25.55","24.10","25.55","24.10","8.49%"
"10/17/2018","23.55","23.09","23.55","23.09","5.61%"
"10/16/2018","22.30","23.09","23.09","22.30","-5.27%"
"10/15/2018","23.54","23.09","23.54","23.09","0.00%"
"10/12/2018","23.54","23.09","23.54","23.09","-2.08%"
"10/11/2018","24.04","20.09","24.04","20.09","11.61%"
"10/10/2018","21.54","23.60","23.60","21.54","-5.53%"
"10/09/2018","22.80","24.60","24.60","22.80","-4.20%"
"10/08/2018","23.80","23.60","23.80","23.60","6.73%"
"10/05/2018","22.30","22.61","22.61","22.30","2.29%"
"10/04/2018","21.80","20.11","21.80","20.11","6.08%"
"10/03/2018","20.55","21.11","21.11","20.55","-4.64%"
"10/02/2018","21.55","20.11","21.55","20.11","7.48%"
"10/01/2018","20.05","20.11","20.11","20.05","0.00%"
"09/28/2018","20.05","18.61","20.05","18.61","6.65%"
"09/27/2018","18.80","19.11","19.11","18.80","-1.31%"
"09/26/2018","19.05","19.11","19.11","19.05","0.00%"
"09/25/2018","19.05","19.11","19.11","19.05","0.00%"
"09/24/2018","19.05","19.11","19.11","19.05","0.00%"
"09/21/2018","19.05","19.11","19.11","19.05","0.00%"
"09/20/2018","19.05","19.79","19.79","19.05","40.80%"
"09/19/2018","13.53","14.05","14.05","13.53","0.07%"
"09/18/2018","13.52","13.56","13.56","13.52","25.42%"
"09/17/2018","10.78","15.06","15.06","10.78","-10.39%"
"09/14/2018","12.03","14.06","14.06","12.03","0.00%"
"09/13/2018","12.03","15.06","15.06","12.03","-7.67%"
"09/12/2018","13.03","15.06","15.06","13.03","0.00%"
"09/11/2018","13.03","15.06","15.06","13.03","-3.70%"
"09/10/2018","13.53","17.56","17.56","13.53","-14.26%"
"09/07/2018","15.78","20.06","20.06","15.78","-9.98%"
"09/06/2018","17.53","20.06","20.06","17.53","-2.77%"
"09/05/2018","18.03","21.06","21.06","18.03","-5.25%"
"09/04/2018","19.03","22.56","22.56","19.03","-3.79%"
"09/03/2018","19.78","22.56","22.56","19.78","0.00%"
"08/31/2018","19.78","22.56","22.56","19.78","2.59%"
"08/30/2018","19.28","20.06","20.06","19.28","6.93%"
"08/29/2018","18.03","20.06","20.06","18.03","2.85%"
"08/28/2018","17.53","20.06","20.06","17.53","0.00%"
"08/27/2018","17.53","20.06","20.06","17.53","0.00%"
"08/24/2018","17.53","20.06","20.06","17.53","0.00%"
"08/23/2018","17.53","19.06","19.06","17.53","2.94%"
"08/22/2018","17.03","13.57","17.03","13.57","15.22%"
"08/21/2018","14.78","15.07","15.07","14.78","-10.59%"
"08/20/2018","16.53","16.57","16.57","16.53","-7.03%"
"08/17/2018","17.78","17.56","17.78","17.56","7.56%"
"08/16/2018","16.53","17.56","17.56","16.53","-9.57%"
"08/15/2018","18.28","16.56","18.28","16.56","5.79%"
"08/14/2018","17.28","17.56","17.56","17.28","-5.47%"
"08/13/2018","18.28","15.06","18.28","15.06","10.59%"
"08/10/2018","16.53","12.57","16.53","12.57","19.96%"
"08/09/2018","13.78","10.57","13.78","10.57","7.82%"
"08/08/2018","12.78","10.57","12.78","10.57","-7.26%"
"08/07/2018","13.78","15.56","15.56","13.78","-20.25%"
"08/06/2018","17.28","16.57","17.28","16.57","-5.47%"
"08/03/2018","18.28","16.07","18.28","16.07","1.39%"
"08/02/2018","18.03","15.07","18.03","15.07","12.48%"
"08/01/2018","16.03","14.57","16.03","14.57","1.58%"
"07/31/2018","15.78","18.57","18.57","15.78","-18.15%"
"07/30/2018","19.28","17.57","19.28","17.57","5.47%"
"07/27/2018","18.28","16.57","18.28","16.57","2.81%"
"07/26/2018","17.78","20.07","20.07","17.78","-13.40%"
"07/25/2018","20.53","27.14","27.14","20.53","-16.44%"
"07/24/2018","24.57","27.50","27.50","24.57","-6.40%"
"07/23/2018","26.25","28.04","28.04","26.25","-2.85%"
"07/20/2018","27.02","28.04","28.04","27.02","1.89%"
"07/19/2018","26.52","26.96","26.96","26.52","6.16%"
"07/18/2018","24.98","26.42","26.42","24.98","1.09%"
"07/17/2018","24.71","26.78","26.78","24.71","-3.89%"
"07/16/2018","25.71","27.68","27.68","25.71","-5.96%"
"07/13/2018","27.34","28.41","28.41","27.34","-3.05%"
"07/12/2018","28.20","29.85","29.85","28.20","-5.75%"
"07/11/2018","29.92","29.49","29.92","29.49","0.61%"
"07/10/2018","29.74","29.85","29.85","29.74","-0.60%"
"07/09/2018","29.92","30.57","30.57","29.92","-2.79%"
"07/06/2018","30.78","30.94","30.94","30.78","-2.19%"
"07/05/2018","31.47","31.30","31.47","31.30","-2.12%"
"07/04/2018","32.15","31.66","32.15","31.66","-3.54%"
"07/03/2018","33.33","25.99","33.33","25.99","-3.28%"
"07/02/2018","34.46","31.48","34.46","31.48","2.13%"
"06/29/2018","33.74","32.92","33.74","32.92","-4.85%"
"06/28/2018","35.46","31.66","35.46","31.66","1.81%"
"06/27/2018","34.83","31.48","34.83","31.48","0.26%"
"06/26/2018","34.74","31.66","34.74","31.66","-0.26%"
"06/25/2018","34.83","29.86","34.83","29.86","9.08%"
"06/22/2018","31.93","29.86","31.93","29.86","-3.04%"
"06/21/2018","32.93","28.59","32.93","28.59","8.68%"
"06/20/2018","30.30","28.96","30.30","28.96","-2.19%"
"06/19/2018","30.98","29.50","30.98","29.50","0.75%"
"06/18/2018","30.75","28.42","30.75","28.42","3.50%"
"06/15/2018","29.71","28.42","29.71","28.42","0.00%"
"06/14/2018","29.71","29.68","29.71","29.68","-8.13%"
"06/13/2018","32.34","30.76","32.34","30.76","-4.55%"
"06/12/2018","33.88","30.76","33.88","30.76","0.00%"
"06/11/2018","33.88","32.57","33.88","32.57","-7.88%"
"06/08/2018","36.78","30.15","36.78","30.15","12.93%"
"06/07/2018","32.57","26.05","32.57","26.05","5.17%"
"06/06/2018","30.97","26.05","30.97","26.05","8.59%"
"06/05/2018","28.52","25.03","28.52","25.03","7.58%"
"06/04/2018","26.51","26.91","26.91","26.51","-9.98%"
"06/01/2018","29.45","28.46","29.45","28.46","-5.70%"
"05/31/2018","31.23","28.46","31.23","28.46","-20.39%"
"05/30/2018","39.23","30.18","39.23","30.18","-2.15%"
"05/29/2018","40.09","26.75","40.09","26.75","20.14%"
"05/28/2018","33.37","26.74","33.37","26.74","0.00%"
"05/25/2018","33.37","25.88","33.37","25.88","7.85%"
"05/24/2018","30.94","24.34","30.94","24.34","4.28%"
"05/23/2018","29.67","23.99","29.67","23.99","6.00%"
"05/22/2018","27.99","24.51","27.99","24.51","-2.64%"
"05/21/2018","28.75","23.65","28.75","23.65","3.34%"
"05/18/2018","27.82","22.45","27.82","22.45","-7.27%"
"05/17/2018","30.00","22.10","30.00","22.10","17.42%"
"05/16/2018","25.55","21.41","25.55","21.41","3.44%"
"05/15/2018","24.70","21.07","24.70","21.07","2.79%"
"05/14/2018","24.03","21.58","24.03","21.58","-3.07%"
"05/11/2018","24.79","22.10","24.79","22.10","-4.84%"
"05/10/2018","26.05","22.96","26.05","22.96","-1.62%"
"05/09/2018","26.48","22.79","26.48","22.79","0.34%"
"05/08/2018","26.39","22.79","26.39","22.79","0.00%"
"05/07/2018","26.39","22.79","26.39","22.79","0.00%"
"05/04/2018","26.39","23.13","26.39","23.13","-2.48%"
"05/03/2018","27.06","21.60","27.06","21.60","7.30%"
"05/02/2018","25.22","22.45","25.22","22.45","0.00%"
"05/01/2018","25.22","21.41","25.22","21.41","8.66%"
"04/30/2018","23.21","21.42","23.21","21.42","0.00%"
"04/27/2018","23.21","20.90","23.21","20.90","1.13%"
"04/26/2018","22.95","21.59","22.95","21.59","-3.53%"
"04/25/2018","23.79","21.42","23.79","21.42","0.34%"
"04/24/2018","23.71","21.42","23.71","21.42","-2.07%"
"04/23/2018","24.21","21.42","24.21","21.42","0.00%"
"04/20/2018","24.21","21.81","24.21","21.81","-0.78%"
"04/19/2018","24.40","21.98","24.40","21.98","-0.37%"
"04/18/2018","24.49","21.30","24.49","21.30","3.55%"
"04/17/2018","23.65","21.30","23.65","21.30","-2.07%"
"04/16/2018","24.15","21.81","24.15","21.81","-3.01%"
"04/13/2018","24.90","22.16","24.90","22.16","-4.52%"
"04/12/2018","26.08","23.37","26.08","23.37","-5.78%"
"04/11/2018","27.68","23.19","27.68","23.19","0.33%"
