l1,b,t,x,a,func,time
23.796462709189136,11.019352880494488,4.335532436842718,4.054094007740048,2.0,0.04769619021082559,0.4385838508605957
54.42292252959518,27.634048072225646,5.412062833054428,4.442489636148325,4.0,0.06317762203129984,1.695514440536499
36.99551665480792,0.634116229139603,0.42531504503555806,3.012927303609687,1.0,0.3416975525709814,0.0629580020904541
60.39200385961945,89.86283429088706,6.892213001423867,3.933955575570168,4.0,0.0001207763895437681,1.3869507312774658
62.572030410805404,65.97340220741576,1.8760422341876826,4.780314407552641,5.0,5.926800143019922e-07,0.22613787651062012
6.552885923981311,51.90031410979284,3.2535605111268326,4.785586294922528,4.0,-3.0370148952469396e-12,0.18873000144958496
1.3167991554874137,139.4324334129032,2.1307907088319613,1.7620071813615361,5.0,-1.4432899320127035e-15,0.09321713447570801
83.746908209646,2.239793767108955,3.600045009695868,2.4734717870352645,3.0,0.4616720015279046,4.357255697250366
25.935401432800763,103.44298565809706,8.557407673876478,0.8596121563955332,3.0,0.09447013249058528,1.2949213981628418
23.433096104669637,110.33135712206067,5.8737011817716835,3.6952662362171873,4.0,3.694182679048243e-12,0.4469790458679199
99.56448355104628,108.85587392759223,8.233711162519265,0.5283771264986683,4.0,0.4085113813958027,8.691025018692017
47.026350752244795,76.02615168630487,0.887660944242703,3.7534400563449677,1.0,-2.4424906541753444e-15,0.3619558811187744
83.64614512743887,132.3964180498364,1.6577711292081998,4.310416818753595,5.0,1.0891665915704597e-14,0.722639799118042
47.635320869933494,15.423052637553852,9.043863735404651,2.94194830802291,1.0,0.08182523383230995,2.0251402854919434
63.906814054416195,71.8705658965042,1.6568305221930324,4.372870771273686,3.0,1.1507153151608152e-14,0.14081692695617676
15.061642402352394,107.72605295535655,0.49180533012691763,4.164672720615255,5.0,3.6637359812630166e-15,0.33797311782836914
63.486065828518846,145.12317906917326,7.721577155934472,0.43106643618828233,4.0,0.4002782898093754,2.630420446395874
86.80453071432967,21.157243228635846,3.1380604613365923,4.077077892411523,1.0,0.00031563192843536535,0.6521952152252197
