l1,b,t,x,a,func,time
23.796462709189136,11.019352880494488,4.335532436842718,2.882764157766311,3.0,0.2083838066355599,0.23447823524475098
54.42292252959518,27.634048072225646,5.412062833054428,1.0492233108281734,1.0,0.17348708369208726,0.5544090270996094
36.99551665480792,0.634116229139603,0.42531504503555806,7.593784905116596,2.0,0.2947586869587443,0.015257120132446289
60.39200385961945,89.86283429088706,6.892213001423867,9.685665901169953,4.0,1.0547506376361143e-14,1.651263952255249
62.572030410805404,65.97340220741576,1.8760422341876826,0.16162021525433,1.0,0.46859335130824875,0.29531192779541016
6.552885923981311,51.90031410979284,3.2535605111268326,9.07905246343391,1.0,-9.992007221626409e-16,0.09813594818115234
1.3167991554874137,139.4324334129032,2.1307907088319613,8.377768934071971,1.0,-3.3306690738754696e-16,0.03821992874145508
83.746908209646,2.239793767108955,3.600045009695868,5.3029688370640375,4.0,0.43711399868710105,2.917343854904175
25.935401432800763,103.44298565809706,8.557407673876478,6.486946331439771,3.0,-7.061018436615989e-14,0.8989510536193848
23.433096104669637,110.33135712206067,5.8737011817716835,3.183412063901435,4.0,1.531326711543285e-09,0.24729180335998535
99.56448355104628,108.85587392759223,8.233711162519265,6.1784702028311465,2.0,7.438677675912906e-15,3.031132936477661
47.026350752244795,76.02615168630487,0.887660944242703,4.694444417244577,2.0,-2.220446049250313e-16,0.05949521064758301
83.64614512743887,132.3964180498364,1.6577711292081998,1.9532688995020142,3.0,8.099517403357359e-09,0.3330070972442627
47.635320869933494,15.423052637553852,9.043863735404651,9.347292645415168,1.0,3.0673058997577063e-06,0.3790597915649414
63.906814054416195,71.8705658965042,1.6568305221930324,3.2676010082797813,5.0,6.165875343831255e-05,0.2827150821685791
15.061642402352394,107.72605295535655,0.49180533012691763,9.266831686838927,5.0,3.219646771412954e-15,0.15448999404907227
63.486065828518846,145.12317906917326,7.721577155934472,3.3075704198465927,1.0,-4.884981308350689e-15,0.39900994300842285
86.80453071432967,21.157243228635846,3.1380604613365923,5.223223610540918,3.0,0.03121980338510645,1.332792043685913
52.31812103833013,126.77978992309811,7.148570941329709,6.906654959656971,2.0,-4.596323321948148e-14,0.7623212337493896
74.12518562014903,129.58702477721562,4.020669637611348,1.2812648144688021,3.0,0.005486476251088354,1.7606441974639893
67.14114753695925,23.656244743992303,5.101008959668421,3.47272873922146,3.0,0.11280211819961392,2.186551094055176
6.403143822699731,100.40795841851228,9.956011980608872,8.909075715961357,3.0,1.0880185641326534e-14,0.17857074737548828
75.82302462868174,56.08353687867369,7.317843685005963,9.649039399462861,5.0,2.835890141363117e-05,9.393487691879272
59.10995829313176,135.12359243637084,6.42077505246542,3.8218668611162867,2.0,7.771561630172597e-15,0.7028210163116455
30.126765951571233,68.3120398809229,4.584613504684311,7.48953745590618,4.0,-1.3094086456417993e-14,0.26741814613342285
3.1011751469749993,96.10017228937748,7.600110582720278,6.571052578206463,3.0,2.55351295663786e-15,0.09220290184020996
86.55272369789456,21.98554424998286,8.652892204080892,5.659680241450128,1.0,0.0011773421309052134,0.8745627403259277
47.27490886654668,34.93013962215392,6.987471048752778,5.712011013006433,2.0,1.5418587522644813e-05,0.5383601188659668
71.88239240658031,45.03379449496174,3.2432806497758526,2.120875104055667,3.0,0.04561099404240124,1.062870979309082
87.88128002554816,137.661183894472,7.513242943216534,0.7761750602023321,1.0,0.005448261353802644,0.8801002502441406
71.41294836112026,116.994711091757,4.234521625545033,1.779981129950432,4.0,0.006356763326592071,1.2319140434265137
92.10986675838745,109.38846063465766,9.834184448937265,5.459843646233748,1.0,4.030109579389318e-14,0.44598889350891113
39.496340400074395,58.343948154897504,9.731108889531203,5.107967526620722,4.0,0.0006757513145084222,1.7039337158203125
80.09087709852282,108.10008842573579,9.632809361825567,1.92035649290763,2.0,0.0023960157294075544,3.3640568256378174
44.46210560507606,68.26786681355838,1.1643664121687392,5.514629184669903,4.0,1.021405508635712e-14,0.0901951789855957
93.55867217045211,121.96709881221666,2.201070675528236,1.1124942432433471,1.0,4.4690137029415796e-09,0.24349498748779297
87.88666603380416,122.72825671256004,8.535071669751751,2.237263511823837,5.0,0.04437128352467426,27.754266023635864
9.745430973087721,130.94337230391497,0.9954830624924016,1.9907836929724443,2.0,-7.771561172376096e-16,0.022072792053222656
13.59688602006689,78.36736970113158,4.84660216080822,2.148757602580452,5.0,0.0004560870568736403,0.16884684562683105
21.698694123313732,2.5536261750712494,3.0492717054314857,6.839065915798947,5.0,0.34706983180620793,0.206312894821167
96.5480138898203,146.0985572249234,6.417059652312798,0.4799109847284788,1.0,0.06155034103096229,0.8794710636138916
43.616186662742926,61.61312178540507,5.124383540136237,3.311551441381133,1.0,-9.087599102124534e-15,0.2572669982910156
62.6648290866804,25.775508086431252,1.7353758784373274,9.819381284840473,2.0,1.4781064991815545e-14,0.09068179130554199
30.10261984255054,133.8635144978362,6.815110953295305,7.923903569060303,3.0,-3.9968028886505635e-14,0.8550488948822021
50.72429838290595,121.24223006536494,8.432312131346615,9.52716530420228,5.0,-1.3122835943719553e-13,6.222264766693115
38.58662588449025,147.20314825268068,2.4799320567071126,2.248347138381741,1.0,1.1102230246251565e-15,0.16829490661621094
