loss,l1,b,a,mu,sigma,l2,muV,sigmaV,e,k1,xi1,k2,xi2,l32
44.53871280148523,19.178479134512585,17.359436822925986,1.0,0.0890501779254811,0.2895350706135936,55.99739277128934,-0.0021010414659725,0.0418547632431785,0.8661705699995816,0.0004905442696432794,-2.0,9.999997899214883,0.10000000000000062,0.1
