loss,l1,b,a,mu,sigma,l2,muV,sigmaV,e
-1728.749575855571,32.527973287118826,77.91600972828832,3.0,0.364155489109823,0.30893654275670224,31.952132369474455,-0.0002828304076427871,0.06434092460418532,0.7412025843796162
