loss,mu,sigma,l2,muV,sigmaV,e,l1,b,a
-1608.0597802373093,0.17037877965344317,0.13473561144978236,32.8870106613825,-0.0024430655337124513,0.030936277986236237,0.4899920816985741,22.27568277128646,47.468309078317255,1.0
