loss,mu,sigma,l2,muV,sigmaV,e,k1,xi1,k2,xi2,l32,l1,b,a
0.217694593,0.089050178,0.289535071,55.99739277,-0.002101041,0.041854763,0.86617057,0.857088294,1.739083463,3.967375908,0.154896117,0.135753816,19.17847913,17.35943682,1
