loss,mu,sigma,l2,muV,sigmaV,e,l1,b,a
-2002.8445137476342,0.41118833028264845,0.20616026381944436,34.73193174756824,-0.0017287334647169573,0.029866325867615416,0.2542229956826598,21.640479052713868,22.48950930113449,1.0
