loss,mu,sigma,l2,muV,sigmaV,e,k1,xi1,k2,xi2,l32,l1,b,a
0.21763809386029928,0.465593,0.224503,26.0084,-0.00140472,0.0514438,0.539438,0.025023048,1.2593993805675354,4.505208781590566,0.4702299310854411,0.3938515998743408,31.86802258,76.32798357256033,3
