loss,mu,sigma,l2,muV,sigmaV,eta,l1,b,a
-1337.0239963451068,-0.0898120258986852,0.2889130606374394,146.57954231177257,-0.0001323260225404079,0.034421045379973064,0.3248603950388609,0.0,3.3282316247881436,4
-1337.0234440868803,-0.09344808438349705,0.2894086304285245,146.1689103411619,-0.00012425813167851691,0.03443395020621451,0.33749940796456435,0.00027566600720658314,3.311653414347502,3
-1336.955382250609,0.09686585148826865,0.2795958187667532,152.00600222549173,-0.0015262083112193353,0.03429643841231808,0.13720371383017993,0.0015100930326318006,0.03454136672175685,1
-1336.860210173624,-0.23868568791966738,0.30021158046808893,136.04082557005972,0.000859071231859364,0.035381053951207816,1.369992171781818,0.028143962485386392,0.6207700576645719,2
