loss,l1,b,a
-25.97708787188082,31.868022579703997,76.32798357256033,3
-25.886185123877702,31.478193912295666,100.52559461460596,4
-25.73139497767013,33.62454083507401,53.69006876199933,2
-25.627242193820045,31.63032044653051,126.2644619266379,5
-24.700001077963094,40.767187707942085,32.54751061482692,1
