loss,l1,b,a,mu,sigma,l2,muV,sigmaV,e
-7441.081886549623,22.27568277128646,47.468309078317255,1.0,0.33259112135350377,0.17470882001780708,30.66618466823425,-0.0005930132363325576,0.022772159769468947,0.6818458914381882
