loss,l1,b,a
-52.6826121482366,22.27568277128646,47.468309078317255,1
-52.580846098331214,17.670785345762184,75.31054871067631,2
-52.42482335131163,16.285380902580354,104.11002177601054,3
-52.224924029363265,15.70260059503999,133.84569566086643,4
-51.855593262554365,14.138918575325935,150.0,5
