loss,l1,b,a,mu,sigma,l2,muV,sigmaV,e,k1,xi1,k2,xi2,l32
0.7828413690643186,19.178479134512585,17.359436822925986,1.0,0.0890501779254811,0.2895350706135936,55.99739277128934,-0.0021010414659725,0.0418547632431785,0.8661705699995816,0.0,-0.01,1.0,1.000000000000002e-05,0.1
