loss,l1,b,a,mu,sigma,l2,muV,sigmaV,e
-6899.086320658718,21.640479052713868,22.48950930113449,1.0,0.3224587882180293,0.23050199427471768,32.95135335860088,-0.001681721724772179,0.040674717254134476,0.4365245584471663
