Date,Dividends
2015-04-02,0.750000
2015-08-13,0.750000
2016-04-07,0.500000
2016-08-11,0.850000
2017-04-06,0.500000
2017-08-10,1.000000
2018-04-19,2.050000
2018-08-16,1.070000
