loss,mu,sigma,l2,muV,sigmaV,eta,l1,b,a
-1606.3414516319876,0.33067153851061704,0.13176108881831738,45.669802255785726,-0.0019722367128484526,0.03050232905985678,0.2838918165758857,15.07286416943105,71.78062792635319,2
-1606.1814197604458,0.23070924652691627,0.14288147871779322,23.145453323104306,-0.0033168879884884987,0.040880021371572595,0.40754534752283544,4.696770304502994,53.728954277998895,3
-1604.4337053112158,0.4324812640194935,0.13745330302127617,27.77247592499333,-0.001830486083746005,0.03682106730975722,0.425726200185909,25.670753676434643,30.714553944314574,1
-1600.6031998145563,0.3398581283515344,0.1523621216106092,15.761074385756931,-0.002435757966584037,0.033548958335884824,0.5027109185128551,9.33441684617225,41.466597706855666,4
