loss,mu,sigma,l2,muV,sigmaV,eta,l1,b,a
-2003.8309059599633,0.2829359179569322,0.19733738412671897,56.20474609190806,-0.002167547720481911,0.024525265366313234,0.39195052217788295,1.4613589936161033,35.7452282793714,4
-2003.2667773077599,0.41687699058313155,0.19797746182099152,47.99169112188827,-0.0012266879141068871,0.02761404264790221,0.2707902366395656,35.478557863514084,34.81333096275018,1
-2002.9996906706033,0.4188746409205846,0.20387628279149683,38.19822087317074,-0.0021339012148362223,0.02911881938682717,0.15267979836474904,17.798627577959977,30.507059040628413,3
-2002.4700725301198,0.39700088638421205,0.21008344841665294,29.172296165263376,-0.0018902741377596769,0.03040583027584906,0.3044719182249115,15.270138777146492,33.3475485558817,2
